title,height,length,art_type,medium_text,date_text,age,house,sale_date,price,author,performance,source,country
Flowers,201.9,289.6,Painting,acrylic on cement panel,1991.0,71.0,Sotheby's,1969-12-31 18:00:44.517,245700.0,alejandro obregon,0.97,artsy,colombia
La novia del torero,30.5,40.0,Painting,oil on canvas,1980.0,60.0,Sotheby's,1969-12-31 18:00:44.517,35280.0,alejandro obregon,0.76,artsy,colombia
Untitled,40.6,59.0,Work on Paper,watercolor and gouache on paper,,,Christie's,1969-12-31 18:00:44.400,12500.0,alejandro obregon,0.25,artsy,colombia
Sin título,73.0,92.0,Painting,Oil on canvas,1952.0,32.0,Sotheby's,1969-12-31 18:00:44.315,52920.0,alejandro obregon,0.51,artsy,colombia
Sin título,130.0,155.0,Painting,oil on canvas,1960.0,40.0,Sotheby's,1969-12-31 18:00:44.144,94500.0,alejandro obregon,0.57,artsy,colombia
Flor carnívora,42,55,Painting,oil on wood,1992.0,72.0,Christie's,1969-12-31 18:00:44.041,50000.0,alejandro obregon,1.22,artsy,colombia
Homenaje a Zurbarán,92.7,78.7,Painting,oil on canvas,1992.0,72.0,Christie's,1969-12-31 18:00:43.606,81250.0,alejandro obregon,0.35,artsy,colombia
Río de las pirañas,73.3,54,Painting,acrylic on canvas,1992.0,72.0,Christie's,1969-12-31 18:00:43.423,81250.0,alejandro obregon,2.61,artsy,colombia
LA LUNA Y EL SOL,130.5,97.2,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.236,81250.0,alejandro obregon,0.35,artsy,colombia
Barracuda,51.0,76.4,Painting,oil on panel,1969.0,49.0,Leclere - Maison de Vente,1969-12-31 18:00:42.470,13119.0,alejandro obregon,-0.15,artsy,colombia
Le village,145.01,59.99,Painting,oil on canvas,,,Liber,1969-12-31 18:00:41.984,28663.0,alejandro obregon,1.09,artsy,colombia
Nature morte,40.01,59.99,Painting,oil on canvas,1961.0,41.0,Daguerre - Thierry Desbenoit & Associe,1969-12-31 18:00:41.973,15591.0,alejandro obregon,0.79,artsy,colombia
Untitled,56.2,43.5,Painting,oil on canvas,1992.0,72.0,Christie's,1969-12-31 18:00:41.966,32500.0,alejandro obregon,0.08,artsy,colombia
Cóndor,49.8,40,Work on Paper,"acrylic, watercolor, and ink on glossy paper",1992.0,72.0,Christie's,1969-12-31 18:00:41.786,20000.0,alejandro obregon,0.6,artsy,colombia
"Caprichos, el jardín",53.3,41,Painting,acrylic on canvas,1992.0,72.0,Christie's,1969-12-31 18:00:41.786,37500.0,alejandro obregon,0.36,artsy,colombia
Monumento A Ícaro,159.99,140.0,,paintings,1967.0,47.0,Sotheby's,1969-12-31 18:00:41.597,173000.0,alejandro obregon,0.73,artsy,colombia
Huesos de mis bestias,47,24.4,Painting,acrylic on panel,1992.0,72.0,Christie's,1969-12-31 18:00:41.596,17500.0,alejandro obregon,0.4,artsy,colombia
Cóndor,43.2,39.4,Painting,acrylic on panel,1992.0,72.0,Christie's,1969-12-31 18:00:41.422,32500.0,alejandro obregon,0.18,artsy,colombia
Diálogo,78.1,60.3,Painting,acrylic on panel,1992.0,72.0,Christie's,1969-12-31 18:00:41.422,47500.0,alejandro obregon,0.36,artsy,colombia
Recuerdo de Trenton,16.5,25.4,Painting,acrylic on board,1992.0,72.0,Christie's,1969-12-31 18:00:41.422,13750.0,alejandro obregon,0.1,artsy,colombia
Untitled (Flores y mujer),28,22,Painting,oil on masonite,1992.0,72.0,Christie's,1969-12-31 18:00:41.232,20000.0,alejandro obregon,1.0,artsy,colombia
Untitled (Rojo),76.5,116.0,,paintings,1962.0,42.0,Sotheby's,1969-12-31 18:00:41.231,68500.0,alejandro obregon,0.14,artsy,colombia
Condor,100.0,129.01,,paintings,,,Sotheby's,1969-12-31 18:00:41.231,98500.0,alejandro obregon,1.81,artsy,colombia
Flor De Mangle,30.51,23.19,,paintings,1966.0,46.0,Sotheby's,1969-12-31 18:00:40.862,16250.0,alejandro obregon,-0.19,artsy,colombia
Pez,40.01,63.5,Work on Paper,works on paper,,,Sotheby's,1969-12-31 18:00:40.862,15000.0,alejandro obregon,0.2,artsy,colombia
Self-portrait,94.49,72.39,,paintings,1957.0,37.0,Sotheby's,1969-12-31 18:00:40.687,46875.0,alejandro obregon,0.34,artsy,colombia
Weathervane,12.7,10.16,Work on Paper,india ink,1960.0,40.0,Treadway Toomey Gallerie,1969-12-31 18:00:40.516,450.0,alejandro obregon,-0.1,artsy,colombia
Rape Of Europa,64.8,91.39,,paintings,,,Sotheby's,1969-12-31 18:00:40.497,46875.0,alejandro obregon,0.17,artsy,colombia
La mirada del hombre de la corbata,50.5,50.2,Painting,oil on panel,1970.0,32.0,Sotheby's,1969-12-31 18:00:44.624,22680.0,alfredo castaneda,0.81,artsy,mexico
Untitled,80.0,80.0,Painting,oil on canvas,1994.0,56.0,Sotheby's,1969-12-31 18:00:44.539,56700.0,alfredo castaneda,0.89,artsy,mexico
Three Good Counsels,19.0,23.0,Painting,pencil and watercolor on board,1986.0,48.0,Christie's,1969-12-31 18:00:44.400,8125.0,alfredo castaneda,1.03,artsy,mexico
EL SENTIMIENTO [THE FEELING],80.0,80.0,Painting,oil and acrylic on canvas,1971.0,33.0,Sotheby's,1969-12-31 18:00:44.099,25200.0,alfredo castaneda,0.01,artsy,mexico
SIN TÍTULO [UNTITLED],76.2,51.1,Painting,"acrylic, pastel, graphite and photo collage on artist's board",1938.0,0.0,Sotheby's,1969-12-31 18:00:44.099,35280.0,alfredo castaneda,0.76,artsy,mexico
El Cielo,35.0,30.0,Painting,oil on canvas,1988.0,50.0,Bonham,1969-12-31 18:00:44.041,13825.0,alfredo castaneda,1.3,artsy,mexico
To Save Your Place (Guardar turno),64.1,52.1,Painting,oil and collage on masonite,2011.0,73.0,Christie's,1969-12-31 18:00:43.606,20000.0,alfredo castaneda,-0.2,artsy,mexico
Untitled,102.9,104.8,Painting,oil and collage on panel,2011.0,73.0,Christie's,1969-12-31 18:00:43.423,60000.0,alfredo castaneda,0.5,artsy,mexico
"Señor, a entrar me obligas (Sir, when you enter you obligate me)",27.3,27.3,Painting,oil on board,1983.0,45.0,Christie's,1969-12-31 18:00:43.402,6875.0,alfredo castaneda,0.72,artsy,mexico
The Angular Note,50.4,50.2,Painting,oil on canvas,2011.0,73.0,Christie's,1969-12-31 18:00:43.242,25000.0,alfredo castaneda,-0.09,artsy,mexico
La dama del espejo,99.9,99.9,Painting,oil on canvas,2011.0,73.0,Christie's,1969-12-31 18:00:42.873,21250.0,alfredo castaneda,-0.06,artsy,mexico
¿Dónde está el portero?,80.0,60.0,Painting,oil on canvas,1986.0,48.0,Morton Casa de Subasta,1969-12-31 18:00:42.690,41672.0,alfredo castaneda,0.1,artsy,mexico
El sexto sentido,70.0,100.0,Painting,oil on canvas,1971.0,33.0,Morton Casa de Subasta,1969-12-31 18:00:42.690,44124.0,alfredo castaneda,-0.28,artsy,mexico
A flor de piel,58.0,41.0,Sculpture,lithograph with an applied ribbon,1990.0,52.0,Morton Casa de Subasta,1969-12-31 18:00:42.606,543.0,alfredo castaneda,-0.37,artsy,mexico
Acordancia en ti sostenido (Ars magna I),46.0,53.0,Print,engraving,2000.0,62.0,Morton Casa de Subasta,1969-12-31 18:00:42.550,1740.0,alfredo castaneda,0.6,artsy,mexico
A Flor De Piel,58.29,41.0,Print,lithograph,1990.0,52.0,Morton Casa de Subasta,1969-12-31 18:00:42.417,1196.0,alfredo castaneda,0.47,artsy,mexico
Al Tomar La Decisión,45.49,35.0,Print,engraving,1971.0,33.0,Morton Casa de Subasta,1969-12-31 18:00:42.347,1399.0,alfredo castaneda,0.2,artsy,mexico
Demostración,51.0,70.99,Print,silkscreen,1974.0,36.0,Morton Casa de Subasta,1969-12-31 18:00:42.347,757.0,alfredo castaneda,-0.13,artsy,mexico
Jugar a La Vida,56.01,35.0,Print,silkscreen and lithograph,1990.0,52.0,Morton Casa de Subasta,1969-12-31 18:00:42.277,1300.0,alfredo castaneda,0.29,artsy,mexico
Un Domingo En La Tarde,40.01,40.01,Painting,oil on canvas,1979.0,41.0,Morton Casa de Subasta,1969-12-31 18:00:42.235,19130.0,alfredo castaneda,0.23,artsy,mexico
Oyente No. 2,25.3,25.3,Print,silkscreen,1979.0,41.0,Morton Casa de Subasta,1969-12-31 18:00:42.183,702.0,alfredo castaneda,0.38,artsy,mexico
De esa clase de llanto,62.51,47.5,Print,silkscreen,,,Morton Casa de Subasta,1969-12-31 18:00:42.160,541.0,alfredo castaneda,0.42,artsy,mexico
Personaje Roto,50.8,50.5,Painting,oil on canvas on board,1981.0,43.0,Morton Casa de Subasta,1969-12-31 18:00:42.144,31539.0,alfredo castaneda,0.16,artsy,mexico
Fuera De Competencia,35.99,35.99,Work on Paper,watercolor,1978.0,40.0,Morton Casa de Subasta,1969-12-31 18:00:42.144,7227.0,alfredo castaneda,-0.12,artsy,mexico
Abierto día y noche,100.0,100.0,Painting,oil and collage on masonite,1974.0,36.0,Morton Casa de Subasta,1969-12-31 18:00:41.962,13196.0,alfredo castaneda,-0.16,artsy,mexico
Hombre con pertenencias,27.51,21.01,Work on Paper,mixed media on paper,1968.0,30.0,Morton Casa de Subasta,1969-12-31 18:00:41.912,3343.0,alfredo castaneda,-0.25,artsy,mexico
De esa clase de llanto,62.51,47.5,Print,silkscreen,1974.0,36.0,Morton Casa de Subasta,1969-12-31 18:00:41.822,694.0,alfredo castaneda,-0.1,artsy,mexico
Clarividencia,30.2,40,Painting,oil on canvas,2011.0,73.0,Christie's,1969-12-31 18:00:41.786,22500.0,alfredo castaneda,0.13,artsy,mexico
Retablo of the Forgotten,120.6,60.3,Painting,oil on canvas,2011.0,73.0,Christie's,1969-12-31 18:00:41.786,68750.0,alfredo castaneda,0.72,artsy,mexico
El Astrónomo,89.99,70.51,Painting,oil on canvas,1969.0,31.0,Morton Casa de Subasta,1969-12-31 18:00:41.773,46336.0,alfredo castaneda,-0.2,artsy,mexico
Cuando me encuentro conmigo,62.99,89.99,Print,lithograph,1985.0,47.0,Morton Casa de Subasta,1969-12-31 18:00:41.617,932.0,alfredo castaneda,-0.4,artsy,mexico
No tiene poesía esta prosa,19.99,19.99,Painting,"watercolor, graphite pencil, color pencil and acrylic on paper",1981.0,43.0,Morton Casa de Subasta,1969-12-31 18:00:41.591,7688.0,alfredo castaneda,-0.2,artsy,mexico
The Absent One (El ausente),24.99,24.99,Painting,oil on fibracel and collage,1983.0,45.0,Morton Casa de Subasta,1969-12-31 18:00:41.591,18451.0,alfredo castaneda,0.07,artsy,mexico
Untitled,21.11,18.39,Work on Paper,"watercolor, gouache and graphite on paper",1979.0,41.0,Bonham,1969-12-31 18:00:41.589,2500.0,alfredo castaneda,0.0,artsy,mexico
Aniversario,79.7,79.7,Painting,oil on panel with photo collage,2011.0,73.0,Christie's,1969-12-31 18:00:41.422,27500.0,alfredo castaneda,0.0,artsy,mexico
El juego de Don Leonardo,119.99,119.99,Painting,oil on canvas,2001.0,63.0,Morton Casa de Subasta,1969-12-31 18:00:41.409,179529.0,alfredo castaneda,0.57,artsy,mexico
Nuestra alegría,24.99,20.5,Painting,oil on book covers,1999.0,61.0,Morton Casa de Subasta,1969-12-31 18:00:41.409,6528.0,alfredo castaneda,-0.36,artsy,mexico
Sin título,42.29,33.5,Work on Paper,pastel and pencil on cardboard,1969.0,31.0,Morton Casa de Subasta,1969-12-31 18:00:41.409,8160.0,alfredo castaneda,-0.43,artsy,mexico
Lamenta Clones No. 3,36.2,36.2,Print,"lithograph in colors, 1978, on wove paper, signed and dated in pencil, numbered 4/25, with margins",1978.0,40.0,Christie's,1969-12-31 18:00:41.253,1250.0,alfredo castaneda,-0.5,artsy,mexico
Untitled (Man Crawling),50.8,76.2,Work on Paper,pencil and acrylic on paper,1973.0,35.0,Christie's,1969-12-31 18:00:41.253,3750.0,alfredo castaneda,-0.25,artsy,mexico
De Móstracion,711,580,Print,"lithograph in colors, 1974, on wove paper, signed and dated in pencil, numbered 41/50, with margins",1974.0,36.0,Christie's,1969-12-31 18:00:41.253,2125.0,alfredo castaneda,-0.15,artsy,mexico
Mirada,36.8,36.8,Work on Paper,pencil and acrylic on cardboard,1972.0,34.0,Christie's,1969-12-31 18:00:41.253,3000.0,alfredo castaneda,-0.4,artsy,mexico
Las Ideas,36.8,36.8,Work on Paper,pencil and acrylic on cardboard,1972.0,34.0,Christie's,1969-12-31 18:00:41.253,2750.0,alfredo castaneda,-0.45,artsy,mexico
Adelante y atras,36.8,36.8,Work on Paper,pencil and acrylic on cardboard,1972.0,34.0,Christie's,1969-12-31 18:00:41.253,3500.0,alfredo castaneda,-0.3,artsy,mexico
Jugador,80,80,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:41.232,37500.0,alfredo castaneda,0.36,artsy,mexico
Sorprendido en mis recuerdos (Surprised by my memories),160.02,120.02,Painting,oil on canvas,1980.0,42.0,Brunk Auction,1969-12-31 18:00:41.166,35400.0,alfredo castaneda,-0.11,artsy,mexico
Untitled (Diptych),40.01,40.01,,paintings,1993.0,55.0,Sotheby's,1969-12-31 18:00:41.051,31250.0,alfredo castaneda,0.04,artsy,mexico
Un Poco Disfrazado Para El Viaje,89.69,79.3,,paintings,1978.0,40.0,Sotheby's,1969-12-31 18:00:41.051,25000.0,alfredo castaneda,-0.17,artsy,mexico
El mensaje del profeta,58.4,58.4,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:41.050,27500.0,alfredo castaneda,0.0,artsy,mexico
En donde se dan los abrazos,100.0,99.7,Painting,oil and photograph collage on panel,1972.0,34.0,Phillips de Pury & Compan,1969-12-31 18:00:41.049,37500.0,alfredo castaneda,-0.17,artsy,mexico
En donde se dan los abrazos,99.7,100,Painting,oil and photograph collage on panel,,,Phillip,1969-12-31 18:00:41.049,37500.0,alfredo castaneda,-0.17,artsy,mexico
Una pregunta de ida y vuelta (A Question of Coming and Going),100,100,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:40.861,40000.0,alfredo castaneda,-0.2,artsy,mexico
Abrazo,27.51,27.99,Painting,mixed media on board,1988.0,50.0,Morton Casa de Subasta,1969-12-31 18:00:40.856,8856.0,alfredo castaneda,-0.31,artsy,mexico
Faces,42.55,33.66,Work on Paper,gouache and graphite on paper,1969.0,31.0,Clark Cierlak Fine Art,1969-12-31 18:00:40.816,2000.0,alfredo castaneda,-0.33,artsy,mexico
Creyente,40,40,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:40.688,25000.0,alfredo castaneda,0.11,artsy,mexico
Silogismo de ida y vuelta,90,70.2,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:40.688,52500.0,alfredo castaneda,0.05,artsy,mexico
Dúo de pez,110.2,80,Painting,oil on canvas,2010.0,72.0,Christie's,1969-12-31 18:00:40.688,104500.0,alfredo castaneda,0.49,artsy,mexico
Four Men And Time,99.29,89.51,,paintings,1970.0,32.0,Sotheby's,1969-12-31 18:00:40.497,40625.0,alfredo castaneda,0.35,artsy,mexico
Personaje,18.21,23.01,Work on Paper,pencil and ink on paper,1990.0,52.0,Morton Casa de Subasta,1969-12-31 18:00:40.331,3923.0,alfredo castaneda,0.11,artsy,mexico
Portrait of a woman,19.05,20.02,Work on Paper,graphite on paper,1970.0,32.0,Freeman',1969-12-31 18:00:40.241,800.0,alfredo castaneda,-0.36,artsy,mexico
Mujer con flores,138.7,109.4,Painting,"pastel, tempera, colored pencil and charcoal on board",1936.0,65.0,Sotheby's,1969-12-31 18:00:44.699,163800.0,alfredo ramos martinez,-0.18,artsy,mexico
Still Life with Fruit,67.0,81.3,Painting,oil on board laid on board,,,Christie's,1969-12-31 18:00:44.631,94500.0,alfredo ramos martinez,-0.24,artsy,mexico
Sombrero,58.4,44.5,Painting,conté crayon and pastel on newsprint laid on board,1930.0,59.0,Christie's,1969-12-31 18:00:44.610,18750.0,alfredo ramos martinez,-0.17,artsy,mexico
Mujer con flores,82.2,71.8,Painting,Oil on canvas,1932.0,61.0,Sotheby's,1969-12-31 18:00:44.329,1169500.0,alfredo ramos martinez,0.11,artsy,mexico
Mujer con flores,76.8,68.9,Work on Paper,Tempera and Conté crayon on paper laid down on cardboard,1936.0,65.0,Sotheby's,1969-12-31 18:00:44.316,189000.0,alfredo ramos martinez,-0.05,artsy,mexico
Los hermanos,61.0,50.8,Painting,"Tempera and conté crayon on newsprint, laid down on board",1937.0,66.0,Sotheby's,1969-12-31 18:00:44.316,56700.0,alfredo ramos martinez,0.62,artsy,mexico
MARÍA ENTRE LAS FLORES,94.0,74.9,Painting,"Pastel, tempera and Conté crayon on paper laid down on board",1930.0,59.0,Sotheby's,1969-12-31 18:00:44.131,352800.0,alfredo ramos martinez,0.01,artsy,mexico
La India,107,127,Painting,oil on canvas,1946.0,75.0,Christie's,1969-12-31 18:00:44.041,939000.0,alfredo ramos martinez,-0.06,artsy,mexico
WAGES OF WAR,57.8,43.2,Print,tempera and and conté crayon on newsprint,1942.0,71.0,Sotheby's,1969-12-31 18:00:44.020,15000.0,alfredo ramos martinez,0.2,artsy,mexico
EXPECTATION,57.5,43.5,Work on Paper,tempera and Conté crayon on newsprint,1932.0,61.0,Sotheby's,1969-12-31 18:00:44.020,16250.0,alfredo ramos martinez,0.3,artsy,mexico
LOS VIEJITOS DEL PUEBLO,119.4,91.4,Painting,tempera and conté crayon on board,1935.0,64.0,Sotheby's,1969-12-31 18:00:44.020,52500.0,alfredo ramos martinez,-0.34,artsy,mexico
AMANTES,48.3,61.0,Work on Paper,tempera and Conté crayon on paper,1939.0,68.0,Sotheby's,1969-12-31 18:00:44.020,25000.0,alfredo ramos martinez,-0.29,artsy,mexico
LOS CHARROS DEL PUEBLO,76.2,61.0,Painting,Oil and pastel on binder's board,1941.0,70.0,Sotheby's,1969-12-31 18:00:43.954,112500.0,alfredo ramos martinez,1.25,artsy,mexico
LOS NOVIOS (THE SWEETHEARTS),38.1,50.8,Painting,Oil on canvas,1941.0,70.0,Sotheby's,1969-12-31 18:00:43.954,47500.0,alfredo ramos martinez,0.36,artsy,mexico
La familia,56,36,Painting,oil on canvas,1946.0,75.0,Christie's,1969-12-31 18:00:43.788,50000.0,alfredo ramos martinez,0.43,artsy,mexico
THE TAMAL MAKERS,36.8,42.9,Painting,"Tempera, Conté crayon and brush and ink on paper laid down on board",1935.0,64.0,Sotheby's,1969-12-31 18:00:43.782,19375.0,alfredo ramos martinez,-0.1,artsy,mexico
ROSAS,47.0,80.0,,paintings,1922.0,51.0,Sotheby's,1969-12-31 18:00:43.655,3750.0,alfredo ramos martinez,-0.25,artsy,mexico
On the Way to Market,67.3,46,Work on Paper,"Conte crayon, pastel and charcoal on cardboard",1946.0,75.0,Christie's,1969-12-31 18:00:43.606,77500.0,alfredo ramos martinez,0.29,artsy,mexico
Young Couple,43,57,Work on Paper,"tempera, pastel ad ink on newsprint mounted on cardboard",1946.0,75.0,Christie's,1969-12-31 18:00:43.606,35000.0,alfredo ramos martinez,-0.12,artsy,mexico
Arreglo floral,127,88.9,Work on Paper,gouache on paper laid down on board,1946.0,75.0,Christie's,1969-12-31 18:00:43.606,68750.0,alfredo ramos martinez,-0.02,artsy,mexico
LA INDIA DE LOS FLORIPONDIOS,61,76.2,Painting,Oil on canvas,,,Sotheby's,1969-12-31 18:00:43.416,1167000.0,alfredo ramos martinez,0.17,artsy,mexico
LOS PULQUEROS,53.7,38.1,Work on Paper,"Pen and ink, brush and ink and charcoal on paper ",,,Sotheby's,1969-12-31 18:00:43.416,43750.0,alfredo ramos martinez,0.46,artsy,mexico
Vendedoras de flores,40,53.3,Work on Paper,"charcoal, Conté crayon and tempera on newspaper",1946.0,75.0,Christie's,1969-12-31 18:00:43.242,40000.0,alfredo ramos martinez,0.14,artsy,mexico
"In the Ranch, Mexico",60.6,69.5,Painting,oil on board,,,Bonham,1969-12-31 18:00:43.234,62500.0,alfredo ramos martinez,-0.11,artsy,mexico
"Vendedores de Flore ,",27.94,43.18,Print,screenprint,,,O'Galleri,1969-12-31 18:00:43.146,160.0,alfredo ramos martinez,-0.73,artsy,mexico
Dos figuras sentadas,54.8,43.0,Work on Paper,watercolor on newsprint,,,Bonham,1969-12-31 18:00:43.052,21250.0,alfredo ramos martinez,0.7,artsy,mexico
"Three peasants ,",44.45,38.73,Work on Paper,ink on paper,,,Clars Auction Galler,1969-12-31 18:00:42.993,13860.0,alfredo ramos martinez,0.11,artsy,mexico
"Flores ,",42.55,33.66,Print,silkscreen,,,Clars Auction Galler,1969-12-31 18:00:42.930,484.0,alfredo ramos martinez,-0.43,artsy,mexico
Peón,43,57,Work on Paper,colored pencil and charcoal on sheet of _The New York Times _newspaper,1946.0,75.0,Christie's,1969-12-31 18:00:42.878,35000.0,alfredo ramos martinez,0.4,artsy,mexico
"Marinerito ,n1916",149.0,75.0,Work on Paper,pastel on paper on canvas,1916.0,45.0,Morton Casa de Subasta,1969-12-31 18:00:42.872,20152.0,alfredo ramos martinez,0.21,artsy,mexico
Still life with potted plant,29.0,19.0,Work on Paper,graphite and colored pencil on newsprint,,,John Moran Auctioneer,1969-12-31 18:00:42.758,2196.0,alfredo ramos martinez,0.76,artsy,mexico
Recuerdo a Danielito. Recuerdo de las casas del Sena,14.0,8.0,Work on Paper,watercolor,1901.0,30.0,Morton Casa de Subasta,1969-12-31 18:00:42.711,984.0,alfredo ramos martinez,-0.2,artsy,mexico
"Sin título ,",40.0,36.0,Work on Paper,pastel,,,Morton Casa de Subasta,1969-12-31 18:00:42.711,2707.0,alfredo ramos martinez,-0.27,artsy,mexico
NIÑO MEXICANO CON ZARAPE,38,45,Work on Paper,gouache and charcoal on newsprint laid down on board,,,Sotheby's,1969-12-31 18:00:42.696,23750.0,alfredo ramos martinez,0.19,artsy,mexico
La mujercita,41.9,54.6,Work on Paper,"tempera, charcoal and pastel on newsprint on board",,,Phillip,1969-12-31 18:00:42.695,50000.0,alfredo ramos martinez,-0.17,artsy,mexico
Flores tropicales,86.4,59.7,Work on Paper,tempera and Conté crayon on cardboard,1946.0,75.0,Christie's,1969-12-31 18:00:42.695,118750.0,alfredo ramos martinez,0.98,artsy,mexico
Untitled,39.4,48.9,Work on Paper,tempera and Conté crayon on newsprint laid down on cardboard,1946.0,75.0,Christie's,1969-12-31 18:00:42.695,32500.0,alfredo ramos martinez,0.18,artsy,mexico
Vaso con hortensias (naturaleza muerta),56.0,41.0,Work on Paper,pastel,1915.0,44.0,Morton Casa de Subasta,1969-12-31 18:00:42.690,4412.0,alfredo ramos martinez,-0.28,artsy,mexico
Magnolias,87.0,76.0,Painting,oil on canvas,,,Bonham,1969-12-31 18:00:42.689,75000.0,alfredo ramos martinez,0.0,artsy,mexico
Sin título,34.0,22.0,Work on Paper,watercolor on paper,1897.0,26.0,Morton Casa de Subasta,1969-12-31 18:00:42.662,2042.0,alfredo ramos martinez,-0.05,artsy,mexico
Sin título,29.0,38.0,Painting,acrylic on paper,,,Morton Casa de Subasta,1969-12-31 18:00:42.606,4348.0,alfredo ramos martinez,-0.24,artsy,mexico
Sin título,35.0,49.0,Work on Paper,watercolor on paper,1918.0,47.0,Morton Casa de Subasta,1969-12-31 18:00:42.550,4079.0,alfredo ramos martinez,0.2,artsy,mexico
Still Life with Dogwood Blossom,61,77.5,Work on Paper,"tempera, pastel and charcoal on board",1946.0,75.0,Christie's,1969-12-31 18:00:42.514,21250.0,alfredo ramos martinez,0.21,artsy,mexico
Hombre con sombrero,58.09,43.21,Work on Paper,"charcoal, conte crayon and pastel on newsprint",1934.0,63.0,Bonham,1969-12-31 18:00:42.500,25000.0,alfredo ramos martinez,-0.5,artsy,mexico
