,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
1607,equilibrio,185.42000000000002,60.0,latin american art auction," gouache, acrylic, and ink on paper ",2021,1,"morton auctions, cerro de mayka",2022-06-02,19428.0, rafael coronel,0.7600002347128582,mutual art,-
1611,sombrero,58.42,24.0,latin american art auction," ink, colored pencils and graphite pencil/cardboard/paper ",1983,39,"morton auctions, cerro de mayka",2022-06-02,12782.0, alfredo castañeda,0.7352949636149222,mutual art,-
1613,”pintor y la modelo”.,35.0,8.0,selected works, pencil and red chalk on wove paper ,1992,30,grisebach ,2022-06-02,64376.0, fernando botero,1.0,mutual art,-
1614,untitled,27.94,23.0,contemporary art ii, bronze ,1989,33,"dorotheum, vienna",2022-06-02,8225.0, agustin cárdenas,1.0951407705264,mutual art,-
1615,untitled,12.25,9.25,"20th century, modern & contemporary fine art", ink on paper ,1980,42,stair galleries,2022-06-02,1699.0, agustin cárdenas,1.1333466746714695,mutual art,-
1631,le repos,78.74,49.0,modern and contemporary art, black onyx ,1974,48,piasa,2022-06-01,85737.0, agustin cárdenas,1.1514280208080827,mutual art,-
1634,le trèfle à 4 feuilles,53.34,42.0,modern and contemporary art, marble ,1971,51,piasa,2022-06-01,30423.0, agustin cárdenas,1.1440013537142535,mutual art,-
1635,carta para felicitar a un cochino [letter to congratulate a pig],2235.2,550.0,nrc17 - post-war & contemporary art, lithograph in colours on paper ,1985,37,adams amsterdam auctions,2022-05-31,326.0, francisco toledo,0.3749928107206533,mutual art,-
1637,erotic composition,86.36,27.0,modern art and design, etching in colours ,1933,89,bruun rasmussen,2022-05-31,182.0, roberto matta,1.0,mutual art,-
1640,two brothers,264.414,86.4,weekly online auction may 2022, mixografia ,1987,35,korea premier auction,2022-05-24,4413.0, rufino tamayo,1.3750019473741608,mutual art,-
1644,niña con fruta,104.14,1.0,modern art, pencil on paper ,1973,49,farsetti arte,2022-05-28,23931.0, fernando botero,0.8148151931317321,mutual art,-
1646,elleumine le temps. lampada sfinge,81.28,45.0,modern and contemporary art, polychrome terracotta ,1992,30,farsetti arte,2022-05-27,3038.0, roberto matta,0.6666666666666666,mutual art,-
1647,untitled,121.92,,modern and contemporary art, polychrome terracotta ,1993,29,farsetti arte,2022-05-27,3255.0, roberto matta,0.6666666666666666,mutual art,-
1648,entrer en matière. altare,101.6,42.0,modern and contemporary art, polychrome terracotta ,1992,30,farsetti arte,2022-05-27,3038.0, roberto matta,0.6666666666666666,mutual art,-
1649,untitled,61.0,,modern and contemporary art, polychrome terracotta (7) ,1992,30,farsetti arte,2022-05-27,15187.0, roberto matta,0.7368413391910612,mutual art,-
1653,untitled,91.44,,modern and contemporary art, polychrome terracotta ,1992,30,farsetti arte,2022-05-27,3255.0, roberto matta,0.6666666666666666,mutual art,-
1658,espace de l'espece,22.0,30.0,may modern & contemporary art, lithograph on arches ,1974,48,ro gallery,2022-05-26,608.0, roberto matta,0.5714285714285714,mutual art,-
1660,pedrito,38.25,29.5,prints & photographs, offset lithograph on paper ,1975,47,"skinner, marlborough",2022-05-16,2406.0, fernando botero,2.3750061694881794,mutual art,-
1661,la maison de raquel vega,13.5,17.125,prints & photographs, offset lithograph on paper ,1984,38,"skinner, marlborough",2022-05-16,3293.0, fernando botero,1.8571468854862814,mutual art,-
1664,cabeza con pájaros,64.77,,the art & design sale, lithograph ,1958,64,cheffins,2022-05-26,536.0, rufino tamayo,0.7000130599451482,mutual art,-
1666,juglar,29.75,22.0,prints & photographs, white crayon ,1979,43,"skinner, marlborough",2022-05-16,2153.0, rufino tamayo,1.2142575150865715,mutual art,-
1667,scarpe per cuba,127.0,70.0,modern and contemporary art - session ll lots 240-409 , mixed media on paper laid down on canvas ,1961,61,"il ponte auction house, via pontaccio",2022-05-25,1944.0, roberto matta,1.44,mutual art,-
1676,"""autorretrato"" (""self portrait""); ""ximena escribiendo un guion"" (""ximena writing a script"")",12.0,9.0,stash, original ink pen drawings on paper ,1981,41,hill auction gallery,2022-05-25,608.0, josé luis cuevas,0.5999901317412543,mutual art,-
1678,untitled,124.46000000000001,65.0,modern and contemporary art - session ll lots 240-409 , pastel on paper ,1956,66,"il ponte auction house, via pontaccio",2022-05-25,5401.0, roberto matta,1.6666666666666667,mutual art,-
1680,frida kahlo,8.875,6.75,art of the american west, silver gelatin print on photographic paper laid to board ,1938,84,"john moran auctioneers, inc.",2022-05-24,2533.0, frida kahlo,0.625,mutual art,-
1682,composition horizontale,35.56,51.0,modern and contemporary art, wood ,1959,63,"il ponte auction house, via pontaccio",2022-05-24,32653.0, agustin cárdenas,1.3333333333333333,mutual art,-
1683,la modelo,22.0,17.0,art canadien & international | canadian & international art, watercolour on arches paper ,1991,31,champagne auctions,2022-05-24,23667.0, fernando botero,0.6,mutual art,-
1685,untitled,124.46000000000001,3.0,modern and contemporary art, tempera on paper ,1962,60,"il ponte auction house, via pontaccio",2022-05-24,23946.0, fernando botero,2.199999081266566,mutual art,-
1694,untitled,16.0,22.0,the malibu collection, lithograph ,1962,60,clark's fine art gallery & auctioneers inc.,2022-05-21,253.0, josé luis cuevas,1.6666666666666665,mutual art,-
1695,recollection of childhood,22.0,16.0,the malibu collection, lithographs ,1962,60,clark's fine art gallery & auctioneers inc.,2022-05-21,507.0, josé luis cuevas,0.3333333333333333,mutual art,-
1696,"droites libérées, xiv",69.85,17.6,prints & multiples, etching and aquatint ,1971,51,minerva auctions (finarte rome),2022-05-20,302.0, roberto matta,1.1279178338001867,mutual art,-
1697,la coqueta,279.4,80.0,prints & multiples, lithograph in colours ,1989,33,minerva auctions (finarte rome),2022-05-20,1370.0, rufino tamayo,1.0239928245758276,mutual art,-
1700,the bacchanal,78.0,930.5,contemporary day auction, oil on canvas ,1981,41,sotheby's,2022-05-20,357478.0, claudio bravo,0.7055999562599795,mutual art,-
1702,elegant woman with a cigarette,129.54,35.0,classic & modern, lithograph in brown cameo ,1984,38,crait + müller,2022-05-20,1016.0, fernando botero,1.8999532491818607,mutual art,-
1703,mujer,20.0,140.125,contemporary day auction," oil, fabric and printed paper collage on board ",1985,37,sotheby's,2022-05-20,63835.0, fernando botero,1.5750003392536174,mutual art,-
1704,the dancers,45.0,114.3,contemporary day auction, bronze ,2004,18,sotheby's,2022-05-20,957531.0, fernando botero,1.5749999753271702,mutual art,-
1705,femme allongée,450.25,115.0,contemporary day auction, bronze ,2007,15,sotheby's,2022-05-20,536217.0, fernando botero,1.0583999343899693,mutual art,-
1708,ready maid - ready male,134.62,5.0,prints & multiples, pewter ,1970,52,minerva auctions (finarte rome),2022-05-20,520.0, roberto matta,1.3885180240320427,mutual art,-
1709,lovers,36.0,91.4,contemporary day auction, bronze with green patina ,1982,40,sotheby's,2022-05-20,446848.0, fernando botero,1.4699999095330012,mutual art,-
1710,a lawyer,490.5,400.875,contemporary day auction," pastel, charcoal, watercolor and pencil on canvas ",1998,24,sotheby's,2022-05-20,383012.0, fernando botero,1.0799999718024509,mutual art,-
1711,interior with girl,700.875,63.0,contemporary day auction, black conté crayon on paper ,1991,31,sotheby's,2022-05-20,153205.0, claudio bravo,1.8899999198133253,mutual art,-
1713,the bedroom,220.5,150.75,contemporary day auction, oil on canvas ,1997,25,sotheby's,2022-05-20,357478.0, fernando botero,1.7640002388331915,mutual art,-
1714,desnudo,490.125,400.625,contemporary day auction, charcoal and pastel on canvas ,1994,28,sotheby's,2022-05-20,280876.0, fernando botero,1.1087999816829066,mutual art,-
1717,woman with parasol and dog,78.0,430.125,contemporary day auction, oil on canvas ,1977,45,sotheby's,2022-05-20,893695.0, fernando botero,1.1025000132616556,mutual art,-
1718,familia protestante,820.75,69.0,contemporary day auction, oil on canvas ,1969,53,sotheby's,2022-05-20,85201.0, fernando botero,1.338750074636012,mutual art,-
1719,wood from the sahara (still life with cutting board),440.625,570.25,contemporary day auction, oil on canvas ,1972,50,sotheby's,2022-05-20,102137.0, claudio bravo,0.8063999115728971,mutual art,-
1720,man on a horse,26.0,66.0,contemporary day auction, bronze ,1982,40,sotheby's,2022-05-20,778792.0, fernando botero,2.561999933218884,mutual art,-
1723,hombre en rojo,50.0,35.0,auction of graphic work and photography, lithograph ,1983,39,"morton auctions, cerro de mayka",2022-05-19,1932.0, rufino tamayo,0.7600015735022226,mutual art,-
1727,"untitled, de la carpeta color forma y sonido en el arte por méxico",79.5,60.0,auction of graphic work and photography, lithograph ,2000,22,"morton auctions, cerro de mayka",2022-05-19,305.0, raúl anguiano,0.5217242559014711,mutual art,-
1730,nocturno,60.0,79.0,auction of graphic work and photography, lithograph ,1982,40,"morton auctions, cerro de mayka",2022-05-19,254.0, francisco corzas,0.625,mutual art,-
1735,"untitled, de la carpeta sol sobre una manta",190.5,65.0,auction of graphic work and photography, lithograph ,1977,45,"morton auctions, cerro de mayka",2022-05-19,509.0, pedro coronel,0.625,mutual art,-
1736,"untitled, de la carpeta sol sobre una manta",75.0,55.0,auction of graphic work and photography, lithograph ,1977,45,"morton auctions, cerro de mayka",2022-05-19,509.0, pedro coronel,0.625,mutual art,-
1740,el correcaminos,31.0,42.0,auction of graphic work and photography, lithograph ,1984,38,"morton auctions, cerro de mayka",2022-05-19,610.0, francisco toledo,0.6857014388489209,mutual art,-
1743,mujer en negro,76.0,56.0,auction of graphic work and photography, lithograph ,1973,49,"morton auctions, cerro de mayka",2022-05-19,2339.0, rufino tamayo,0.766671583329236,mutual art,-
1750,hombre i,24.0,17.0,auction of graphic work and photography, mixography ,1981,41,"morton auctions, cerro de mayka",2022-05-19,2797.0, rufino tamayo,1.3095182358724662,mutual art,-
1753,untitled,76.0,56.0,auction of graphic work and photography, lithograph ,1965,57,"morton auctions, cerro de mayka",2022-05-19,305.0, raúl anguiano,0.5999803285138192,mutual art,-
1754,autorretrato en la barcelonetas,63.0,43.0,auction of graphic work and photography, aquatint and etching ,1981,41,"morton auctions, cerro de mayka",2022-05-19,458.0, josé luis cuevas,0.5999868998493484,mutual art,-
1755,"untitled, de la serie la rue des mauvais garçons",43.0,58.0,auction of graphic work and photography, lithograph ,1972,50,"morton auctions, cerro de mayka",2022-05-19,458.0, josé luis cuevas,0.7200125766388934,mutual art,-
1761,"estudio de manos, pareja",28.0,20.5,auction of graphic work and photography, sugar engravings ,1974,48,"morton auctions, cerro de mayka",2022-05-19,406.0, josé luis cuevas,0.6400252226688736,mutual art,-
1764,carter de blanes,63.0,43.0,auction of graphic work and photography, aquatint and etching ,1981,41,"morton auctions, cerro de mayka",2022-05-19,458.0, josé luis cuevas,0.5999868998493484,mutual art,-
1771,"animales impuros, los siameses",28.0,21.0,auction of graphic work and photography, serigraphs ,2007,15,"morton auctions, cerro de mayka",2022-05-19,254.0, josé luis cuevas,0.625,mutual art,-
1775,untitled,506.476,123.2,modern & contemporary art, oil on canvas ,1962,60,"heritage auctions, dallas",2022-05-19,22798.0, agustín‏ fernández,1.8000007895432888,mutual art,-
1777,espir'atomo,381.0,115.0,modern & contemporary art & works from the guglielmo battistoni collection, oil on paper laid on canvas ,1997,25,minerva auctions (finarte rome),2022-05-18,22702.0, roberto matta,1.2194263829467233,mutual art,-
1779,untitled,254.0,100.0,modern & contemporary art & works from the guglielmo battistoni collection, oil on canvas ,1981,41,minerva auctions (finarte rome),2022-05-18,41171.0, roberto matta,1.1057144199974487,mutual art,-
1780,woman with serpent,7.5,18.25,"20th century & contemporary art day sale, morning session", bronze ,1983,39,phillips,2022-05-19,178739.0, fernando botero,1.1759999657869864,mutual art,-
1781,portrait of lydia pla de osuna,328.93,96.5,modern & contemporary art, oil on canvas ,1954,68,"heritage auctions, dallas",2022-05-19,18999.0, agustín‏ fernández,1.8750000000000002,mutual art,-
1782,sans titre,150.5,200.5,modern day auction," crayon, colored pencil and pencil on paper ",1943,79,sotheby's,2022-05-18,30641.0, roberto matta,1.008000578989269,mutual art,-
1783,nature morte au pichet gris,440.5,580.625,modern day auction, watercolor on paper mounted on canvas ,1980,42,sotheby's,2022-05-18,229807.0, fernando botero,1.295999751861392,mutual art,-
1786,el hueso,14.0,10.0,modern day auction, casein on paper ,1940,82,sotheby's,2022-05-18,766025.0, miguel covarrubias,12.600007237365862,mutual art,-
1787,sourire du nez ring,4.0,1.0,the surrealist world of rosalind gersten jacobs & melvin jacobs online sale, cast gold ,1973,49,christie's,2022-05-02,14044.0, roberto matta,2.771987999368388,mutual art,-
1789,personaje en verde,430.75,570.5,modern day auction, oil and sand on canvas ,1973,49,sotheby's,2022-05-18,702189.0, rufino tamayo,1.73249998334583,mutual art,-
1790,mujer con pájaros,300.375,220.625,modern day auction, pencil on paper ,1950,72,sotheby's,2022-05-18,48515.0, rufino tamayo,1.3679992781452845,mutual art,-
1791,xibalba-alado-xólotl,80.75,110.5,modern day auction, pastel and crayon on paper ,1950,72,sotheby's,2022-05-18,485149.0, frida kahlo,4.78800110534315,mutual art,-
1793,écrire son cri,340.5,330.5,modern day auction, oil on canvas ,1975,47,sotheby's,2022-05-18,102137.0, roberto matta,1.6799995394422482,mutual art,-
1794,impossible interviews - no. 19: theodore roosevelt vs. franklin delano roosevelt,130.75,120.875,modern day auction, gouache on paper laid down on board ,1933,89,sotheby's,2022-05-18,76602.0, miguel covarrubias,2.1599993232554797,mutual art,-
1795,baile yucateca,230.75,200.25,modern day auction, oil on board ,1940,82,sotheby's,2022-05-18,217040.0, miguel covarrubias,2.1420002891660914,mutual art,-
1798,dos balinesas,210.25,15.0,modern day auction," watercolor, pastel and black conté crayon on paper ",1930,92,sotheby's,2022-05-18,574518.0, miguel covarrubias,3.2399994586071315,mutual art,-
1799,peces en el lodo,28.0,390.75,modern day auction, gouache on paper ,1978,44,sotheby's,2022-05-18,63835.0, francisco toledo,0.787499683877506,mutual art,-
1802,figuras caminando,310.875,390.5,modern day auction, oil and sand on canvas ,1965,57,sotheby's,2022-05-18,740490.0, rufino tamayo,1.043999939939233,mutual art,-
1804,madre y niño,10.0,80.25,modern day auction," gouache, watercolor and brush and ink on paper ",1927,95,sotheby's,2022-05-18,70219.0, miguel covarrubias,1.9800023121974053,mutual art,-
1805,meninos no balanço,280.75,230.625,modern day auction, oil on canvas ,1955,67,sotheby's,2022-05-18,255342.0, cândido portinari,1.0079999052564885,mutual art,-
1807,the rosenberg trial,780.75,790.75,modern day auction, oil on canvas ,1952,70,sotheby's,2022-05-18,357478.0, roberto matta,1.4112000517932421,mutual art,-
1808,mujer peinando a su amante,300.25,24.0,modern day auction, oil on canvas ,1945,77,sotheby's,2022-05-18,408546.0, cundo bermudez,1.3440001263250767,mutual art,-
1809,el mago,400.875,1030.0,modern day auction, oil on canvas ,1970,52,sotheby's,2022-05-18,344711.0, francisco toledo,0.6804000316601921,mutual art,-
1810,hombre rojo,82.0,208.3,modern day auction, steel with unique patina ,1990,32,sotheby's,2022-05-18,229807.0, rufino tamayo,1.134000142609251,mutual art,-
1812,argumouth,55.0,77.0,modern evening auction, oil on canvas ,1945,77,sotheby's,2022-05-17,766025.0, roberto matta,0.755999986577984,mutual art,-
1821,bouba,12.0,10.0,the surrealist world of rosalind gersten jacobs and melvin jacobs, bronze with dark brown patina ,1974,48,christie's,2022-05-14,43408.0, agustin cárdenas,1.9039974384111131,mutual art,-
1822,petite table inutile,6.0,1.0,the surrealist world of rosalind gersten jacobs and melvin jacobs, bronze with dark brown patina ,1984,38,christie's,2022-05-14,24257.0, agustin cárdenas,1.3680019400283108,mutual art,-
1825,doble autorretrato como marques de sade,28.7,16.0,"important fine art may 14th, 2022", ink on paper mounted on card ,1964,58,gene shapiro auctioneers,2022-05-14,593.0, josé luis cuevas,0.9000531228655991,mutual art,-
1828,autorretrato bajo la lluvia,13.75,19.5,day 1- penthouse mid-century modern, gouache and ink painting on paper ,1981,41,austin auction gallery ,2022-05-13,1520.0, josé luis cuevas,0.5999960526575483,mutual art,-
1830,hombre en negro,25.5,19.25,prints & multiples, color lithograph ,1960,62,hindman,2022-05-12,2153.0, rufino tamayo,1.0625015421817554,mutual art,-
