title,height,length,art_type,date_text,age,house,fecha,price,author,performance,source,country,list_technique,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove
"Miguel Angel Asturias, A.K.A, Rome by Rufino Tamayo, 1974",725.0,520.0,"OLD MASTER, MODERN AND CONTEMPORARY PRINTS",1974,48,Christie's,2001-07-03,11051.0, Rufino Tamayo,-420,Mutual Art,-,"['lithographs', 'in', 'colours', 'on', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mother and Child by David Alfaro Siqueiros, circa 1970",1389.38,397.0,19th & 20th Century Prints & Drawings,1970,52,Swann Auction Galleries,2001-09-21,721.0, David Alfaro Siqueiros,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura by David Alfaro Siqueiros, 1945",767.08,227.0,19th & 20th Century Prints & Drawings,1945,77,Swann Auction Galleries,2001-09-21,1251.0, David Alfaro Siqueiros,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Landscape by Rufino Tamayo, circa 1980",970.28,285.0,19th & 20th Century Prints & Drawings,1980,42,Swann Auction Galleries,2001-09-21,1154.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph', 'on', 'japan', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Femme Souriante by Rufino Tamayo, 1969",1358.9,695.0,19th & 20th Century Prints & Drawings,1969,53,Swann Auction Galleries,2001-09-21,2116.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura by Diego Rivera, 1916",142.0,90.0,Old Master Through Contemporary Prints,1916,106,Swann Auction Galleries,2001-11-05,5001.0, Diego Rivera,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Mujeres by Rufino Tamayo, circa 1969",532.0,696.0,Old Master Through Contemporary Prints,1969,53,Swann Auction Galleries,2001-11-05,3655.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Composition by Diego Rivera, circa 1916",143.0,103.0,Old Master Through Contemporary Prints,1916,106,Swann Auction Galleries,2001-11-05,5386.0, Diego Rivera,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura by Rufino Tamayo, circa 1975",750.0,565.0,Old Master Through Contemporary Prints,1975,47,Swann Auction Galleries,2001-11-05,1924.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'aquatint', 'and', 'embossing']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La negresse by Rufino Tamayo, 1969",27.375,21.125,Books & Prints ,1969,53,Doyle New York,2001-11-07,1505.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EVELIA SENTADA by Francisco Zuñiga, 1970",17.0,8.0,20th Century Art & Design,1970,52,Doyle New York,2001-11-13,46834.0, Francisco Zuñiga,-420,Mutual Art,-,"['bronze', 'reddish', 'brown', 'patina']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOUBLE-SIDED WORK: TWO SEATED WOMEN AND KNEELING NUDE by Francisco Zuñiga, 1971",19.5,25.5,20th Century Art & Design,1971,51,Doyle New York,2001-11-13,16727.0, Francisco Zuñiga,-420,Mutual Art,-,"['various', 'media']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DESNUDO DE VICTORIA by Francisco Zuñiga, 1968",16.0,12.0,20th Century Art & Design,1968,54,Doyle New York,2001-11-13,43489.0, Francisco Zuñiga,-420,Mutual Art,-,"['bronze', 'brown', 'and', 'mottled', 'green', 'patina']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEATED WOMAN by Francisco Zuñiga, 1968",25.687,5.0,20th Century Art & Design,1968,54,Doyle New York,2001-11-13,6272.0, Francisco Zuñiga,-420,Mutual Art,-,"['charcoal', 'and', 'sepia', 'chalk', 'on', 'paper']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Mujeres by Francisco Zuñiga, 1968",25.0,19.0,20th Century Art and Design,1968,54,Doyle New York,2001-11-14,5854.0, Francisco Zuñiga,-420,Mutual Art,-,"['watercolor', 'and', 'charcoal', 'on', 'paper']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Crouching Woman by Francisco Zuñiga, 1969",7.0,,20th Century Art and Design,1969,53,Doyle New York,2001-11-14,6691.0, Francisco Zuñiga,-420,Mutual Art,-,"['bronze', 'on', 'a', 'wood', 'base']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Woman Standing in Doorway by Francisco Zuñiga, 1969",13.5,10.25,20th Century Art and Design,1969,53,Doyle New York,2001-11-14,3345.0, Francisco Zuñiga,-420,Mutual Art,-,"['watercolor', 'and', 'charcoal', 'on', 'paper']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Retrato de la niña Dolores Reachi by Diego Rivera, 1949",22.625,13.125,Latin American Art,1949,73,Christie's,2001-11-19,414817.0, Diego Rivera,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calabaza by David Alfaro Siqueiros, 1953",22.875,29.875,Latin American Art,1953,69,Christie's,2001-11-19,127749.0, David Alfaro Siqueiros,-420,Mutual Art,-,"['piroxilin', 'on', 'masonite']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Retrato de Maudelle Bass by Diego Rivera, 1939",15.375,11.0,Latin American Art,1939,83,Christie's,2001-11-19,47169.0, Diego Rivera,-420,Mutual Art,-,"['pastel', 'on', 'rice', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Teatro de títeres - Zorro by Francisco Toledo, ca. 1980",170.5,330.75,Latin American Art,1980,42,Christie's,2001-11-19,62892.0, Francisco Toledo,-420,Mutual Art,-,"['gouache', 'on', 'paper', 'and', 'wood']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Interior de Cuernavaca by Diego Rivera, 1954",670.5,79.0,Latin American Art,1954,68,Christie's,2001-11-19,332021.0, Diego Rivera,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contemplador de la cascada by Tomás Sánchez, 1996",24.0,30.0,Latin American Art,1996,26,Christie's,2001-11-19,267624.0, Tomás Sánchez,-420,Mutual Art,-,"['acrylic', 'on', 'canvas']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre con pipa by David Alfaro Siqueiros, 1934",25.125,200.5,Latin American Art,1934,88,Christie's,2001-11-19,68788.0, David Alfaro Siqueiros,-420,Mutual Art,-,"['oil', 'on', 'board']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Standing Woman by Francisco Zuñiga, 1960",16.0,40.7,Latin American Art,1960,62,Christie's,2001-11-19,27515.0, Francisco Zuñiga,-420,Mutual Art,-,"['bronze', 'with', 'dark', 'green', 'patina']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lluvia by Francisco Toledo, ca. 1970",220.25,29.875,Latin American Art,1970,52,Christie's,2001-11-19,55030.0, Francisco Toledo,-420,Mutual Art,-,"['gouache', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Camelias blancas by Alfredo Ramos Martínez, ca. 1930",310.5,270.5,Latin American Art,1930,92,Christie's,2001-11-19,133645.0, Alfredo Ramos Martínez,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orilla by Tomás Sánchez, 1992",22.0,28.0,Latin American Art,1992,30,Christie's,2001-11-19,127749.0, Tomás Sánchez,-420,Mutual Art,-,"['acrylic', 'on', 'canvas']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos mujeres sentadas by Francisco Zuñiga, 1965",14.0,35.5,Latin American Art,1965,57,Christie's,2001-11-19,117922.0, Francisco Zuñiga,-420,Mutual Art,-,"['brown', 'onyx']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cazadores de mariposas by Rufino Tamayo, 1948",390.5,290.5,Latin American Art,1948,74,Christie's,2001-11-19,746002.0, Rufino Tamayo,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jucateca sentada by Francisco Zuñiga, 1967",140.75,37.5,Latin American Art,1967,55,Christie's,2001-11-19,33411.0, Francisco Zuñiga,-420,Mutual Art,-,"['bronze', 'with', 'brown', 'patina']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Columna rosa by Jesus-Rafael Soto, 1973",790.5,850.5,Latin American Art,1973,49,Christie's,2001-11-19,108095.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['painted', 'wood', 'construction', 'with', 'metal', 'and', 'nylon', 'attachments']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"El bostezo by Abigail Varela, 1998",15.0,120.5,Latin American Art,1998,24,Christie's,2001-11-19,23584.0, Abigail Varela,-420,Mutual Art,-,"['bronze', 'with', 'dark', 'brown', 'patina']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomás Sánchez (b. 1948) by Tomás Sánchez, 1996",22.125,22.125,Latin American Art,1996,26,Christie's,2001-11-19,49134.0, Tomás Sánchez,-420,Mutual Art,-,"['watercolor', 'and', 'tempera', 'on', 'paper', 'laid', 'down', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Sans démagogie by Antonio Seguí, 1972",1651.0,500.0,TWENTIETH CENTURY ART INCL. BELGIAN ART & BART VAN DER LECK,1972,50,Christie's,2001-12-04,1574.0, Antonio Seguí,-420,Mutual Art,-,"['twenty', 'lithographs', 'printed', 'in', 'colours', 'on', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Mujer Sentada con Brazo en la Rodilla (Seated Woman with Arm on Knee) by Francisco Zuñiga, date 1969, Cast 1969",100.25,26.0,Post-War and Contemporary Art,1969,53,Christie's,2001-12-05,29480.0, Francisco Zuñiga,-420,Mutual Art,-,"['cast', 'bronze', 'with', 'green', 'patina']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Personnaje by Rufino Tamayo, circa 1970",22.0,30.0,"Modern, Post-War and Contemporary Prints",1970,52,Christie's,2001-12-12,2752.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre con Brazos en alto by Rufino Tamayo, 1981",36.0,250.75,"Modern, Post-War and Contemporary Prints",1981,41,Christie's,2001-12-12,13758.0, Rufino Tamayo,-420,Mutual Art,-,"['mixograph', 'in', 'colors', 'on', 'thick', 'paper', 'pulp']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[Untitled] by Francisco Toledo, circa 1975",240.5,18.0,"Modern, Post-War and Contemporary Prints",1975,47,Christie's,2001-12-12,786.0, Francisco Toledo,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maños en rojos by Rufino Tamayo, 1979",210.75,290.5,"Modern, Post-War and Contemporary Prints",1979,43,Christie's,2001-12-12,3735.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'and', 'cire', 'perdue', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Le rectangle bleu by Jesus-Rafael Soto, 1964",20.125,400.25,Post-War (Day Sale),1964,58,Christie's,2002-02-07,49047.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['painted', 'wood', 'steel', 'and', 'painted', 'steel', 'elements', 'and', 'nylon']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Untitled, from Apocalypse de Saint Jean by Rufino Tamayo, 1959",130.5,20.125,Prints,1959,63,Christie's,2002-02-19,1161.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Negress, from Mujeres Suite by Rufino Tamayo, 1969",270.25,21.0,Prints,1969,53,Christie's,2002-02-19,1742.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desnudo de Mujer by Rufino Tamayo, 1929",270.0,235.0,19th & 20th Century Prints & Drawings,1929,93,Swann Auction Galleries,2002-03-07,3787.0, Rufino Tamayo,-420,Mutual Art,-,"['pencil', 'on', 'tan', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mujer con Brazos Altos en Rojo by Rufino Tamayo, circa 1970",840.0,610.0,19th & 20th Century Prints & Drawings,1970,52,Swann Auction Galleries,2002-03-07,1800.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Azul y negro by Jesus-Rafael Soto, 1976",230.75,230.75,"Impressionist, Modern and Post War Art",1976,46,Christie's,2002-03-21,27617.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['aluminium', 'oil', 'and', 'wood', 'consrtuction']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Hombre en Blanco by Rufino Tamayo, 1976",30.0,22.0,Nineteenth and Twentieth Century Prints,1976,46,Christie's,2002-05-01,5903.0, Rufino Tamayo,-420,Mutual Art,-,"['on', 'handmade', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura en Rojo by Rufino Tamayo, 1976",30.875,220.75,Nineteenth and Twentieth Century Prints,1976,46,Christie's,2002-05-01,7870.0, Rufino Tamayo,-420,Mutual Art,-,"['on', 'handmade', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sueño by Diego Rivera, 1932",16.375,11.875,Nineteenth and Twentieth Century Prints,1932,90,Christie's,2002-05-01,19676.0, Diego Rivera,-420,Mutual Art,-,"['lithograph', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre en Rojo by Rufino Tamayo, 1976",30.625,22.125,Nineteenth and Twentieth Century Prints,1976,46,Christie's,2002-05-01,6296.0, Rufino Tamayo,-420,Mutual Art,-,"['on', 'handmade', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zapata by Diego Rivera, 1932",160.25,130.25,Old Master through Contemporary Prints,1932,90,Swann Auction Galleries,2002-05-02,53019.0, Diego Rivera,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Masque Rouge by Rufino Tamayo, 1969",21.25,27.75,Old Master through Contemporary Prints,1969,53,Swann Auction Galleries,2002-05-02,3408.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Torse de Femme by Rufino Tamayo, 1969",27.375,21.125,Old Master through Contemporary Prints,1969,53,Swann Auction Galleries,2002-05-02,4923.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura by Diego Rivera, 1916",5.625,3.5,Old Master through Contemporary Prints,1916,106,Swann Auction Galleries,2002-05-02,6059.0, Diego Rivera,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura en Verde by Rufino Tamayo, Circa 1975",260.25,21.0,Old Master through Contemporary Prints,1975,47,Swann Auction Galleries,2002-05-02,, Rufino Tamayo,-420,Mutual Art,-,"['color', 'mixograph', 'and', 'etching']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6 Works: Los Domingo de Juliette; Balloon et Soleil; En Attendant Juliette; Le Cerf Volant; Seule a Venise; Tennis Court by Graciela Rodo-Boulanger, 1977",24.5,16.75,Fine Prints,1977,45,Freeman's,2002-05-08,1317.0, Graciela Rodo-Boulanger,-420,Mutual Art,-,"['color', 'aquatints']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bruites de Balle by Graciela Rodo-Boulanger, 1975",25.5,19.5,Fine Prints,1975,47,Freeman's,2002-05-08,165.0, Graciela Rodo-Boulanger,-420,Mutual Art,-,"['color', 'aquatint']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Famiglia by Antonio Seguí, 1964",209.55,113.0,Twentieth Century Art,1964,58,Christie's,2002-05-28,9135.0, Antonio Seguí,-420,Mutual Art,-,"['oil', 'on', 'plywood']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amour Compliqué by Antonio Seguí, 1971",154.94,100.0,Twentieth Century Art,1971,51,Christie's,2002-05-28,7307.0, Antonio Seguí,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portrait of Libi (Mujer) by Mariano Rodriguez, 1938",19.875,150.75,LATIN AMERICAN SALE,1938,84,Christie's,2002-05-28,147571.0, Mariano Rodriguez,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibration I by Jesus-Rafael Soto, 1959",230.75,73.0,LATIN AMERICAN SALE,1959,63,Christie's,2002-05-28,118057.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['painted', 'wood', 'construction', 'with', 'metal', 'and', 'nylon', 'attachments']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mujer sentada by Rufino Tamayo, 1929",10.0,7.0,LATIN AMERICAN SALE,1929,93,Christie's,2002-05-28,8855.0, Rufino Tamayo,-420,Mutual Art,-,"['pencil', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
