title,height,length,art_type,date_text,age,house,fecha,price,author,performance,source,country,list_technique,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove
"Hombres con Barca I by Francisco Zuñiga, 1984",24.5,34.5,Curated Modern & Contemporary Editions,1984,38,Ro Gallery,2020-09-17,401.0, Francisco Zuñiga,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Démagogie 4 by Antonio Seguí, 1972",162.56,49.0,The Art & Design Sale,1972,50,Cheffins,2020-09-17,149.0, Antonio Seguí,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bathing in the river by Diego Rivera, 1928",29.21,20.0,The Art & Design Sale,1928,94,Cheffins,2020-09-17,6819.0, Diego Rivera,-420,Mutual Art,-,"['watercolour', 'and', 'pencil', 'on', 'buff', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Caras [Two Faces] by Rufino Tamayo, 1973",22.0,30.0,DTLA Collections & Estates,1973,49,Andrew Jones Auctions,2020-09-22,4806.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors', 'on', 'rives', 'paper']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porsecion en la Boca by Benito Quinquela Martin, 1966",157.48,48.0,Online Foreign painting,1966,56,Castells,2020-09-15,401.0, Benito Quinquela Martin,-420,Mutual Art,-,"['etching', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lettre du Venezuela. by Jesus-Rafael Soto, 2001",45.72,11.3,"Modern, Post War & Contemporary Art Auction",2001,21,Neumeister,2020-09-24,3391.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['multiple', 'colour', 'serigraph', 'on', 'plexiglas', 'and', 'cardboard']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catedral by René Portocarrero, 1963",193.04,50.0,September Auction,1963,59,Duran Art & Auctions,2020-09-24,13348.0, René Portocarrero,-420,Mutual Art,-,"['gouache', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orilla by Tomás Sánchez, 1994",27.5,39.625,Fine Prints & Photographs,1994,28,"Skinner, Marlborough",2020-09-14,1216.0, Tomás Sánchez,-420,Mutual Art,-,"['color', 'screenprint', 'on', 'heavy', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"La muerte mazorquera by Francisco Toledo, 2014",63.5,35.0,Morton Weekly 1057,2014,8,"Morton Auctions, Online",2020-09-16,5978.0, Francisco Toledo,-420,Mutual Art,-,"['watercolor', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Grupo de Mujeres Sentadas II by Francisco Zuñiga, 1976",24.75,35.75,Estates Auction - Day 1,1976,46,Austin Auction Gallery ,2020-09-26,973.0, Francisco Zuñiga,-420,Mutual Art,-,"['lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cube with Ambiguous Space by Jesus-Rafael Soto, 1981",50.8,20.0,SCULPTURES,1981,41,Odalys Auction House,2020-09-19,, Jesus-Rafael Soto,-420,Mutual Art,-,['acrylic'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sentada en un sofá by Abigail Varela, 1999",261.62,107.0,SCULPTURES,1999,23,Odalys Auction House,2020-09-19,, Abigail Varela,-420,Mutual Art,-,['bronze'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sentada en equilibrio by Abigail Varela, 1996",152.4,27.5,SCULPTURES,1996,26,Odalys Auction House,2020-09-19,, Abigail Varela,-420,Mutual Art,-,['bronze'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tiratura Rossa by Jesus-Rafael Soto, 1966",162.56,17.0,SCULPTURES,1966,56,Odalys Auction House,2020-09-19,, Jesus-Rafael Soto,-420,Mutual Art,-,"['painted', 'wood']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Vase 2B by Antonio Seguí, 2008",54.9275,16.0,#VenteFauve228,2008,14,FauveParis,2020-09-26,2536.0, Antonio Seguí,-420,Mutual Art,-,['ceramic'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Woman in White with Arms Crossed"" by Francisco Zuñiga, 1973",24.5,18.25,September Major Estates Auction: Day 2 of 2,1973,49,New Orleans Auction Galleries,2020-09-27,787.0, Francisco Zuñiga,-420,Mutual Art,-,"['offset', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Two Women"" by Francisco Zuñiga, 1974",18.5,24.5,September Major Estates Auction: Day 2 of 2,1974,48,New Orleans Auction Galleries,2020-09-27,715.0, Francisco Zuñiga,-420,Mutual Art,-,"['offset', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Two Women in a Doorway"" by Francisco Zuñiga, 1974",24.5,18.5,September Major Estates Auction: Day 2 of 2,1974,48,New Orleans Auction Galleries,2020-09-27,715.0, Francisco Zuñiga,-420,Mutual Art,-,"['offset', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Woman Seated on a Stool"" by Francisco Zuñiga, 1925",25.0,18.5,September Major Estates Auction: Day 2 of 2,1925,97,New Orleans Auction Galleries,2020-09-27,715.0, Francisco Zuñiga,-420,Mutual Art,-,"['offset', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perro, from Rufino Tamayo 15 Aguafuertes by Rufino Tamayo, 1979",22.0,29.5,Prints & Multiples,1979,43,Bonhams,2020-09-29,4663.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Personajes, from the Rufino Tamayo 15 Aguafuertes by Rufino Tamayo, 1979",22.0,29.75,Prints & Multiples,1979,43,Bonhams,2020-09-29,2772.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personaje de Perfil, from Rufino Tamayo 15 Aguafuertes by Rufino Tamayo, 1980",30.0,22.0,Prints & Multiples,1980,42,Bonhams,2020-09-29,, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabeza en la Ventana, from Rufino Tamayo 8 Aguafuertes by Rufino Tamayo, 1984",29.625,21.625,Prints & Multiples,1984,38,Bonhams,2020-09-29,, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Niña a la puerta by Rufino Tamayo, 1960",25.5,19.875,Prints & Multiples,1960,62,Bonhams,2020-09-29,2043.0, Rufino Tamayo,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Campesina, from Mujeres by Rufino Tamayo, 1969",27.25,21.0,Prints & Multiples,1969,53,Bonhams,2020-09-29,2188.0, Rufino Tamayo,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Personaje by Rufino Tamayo, 1975",29.5,22.25,Prints & Multiples,1975,47,Bonhams,2020-09-29,2480.0, Rufino Tamayo,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabeza en la Ventana, from Rufino Tamayo 16 Aguafuertes by Rufino Tamayo, 1976",29.625,22.375,Prints & Multiples,1976,46,Bonhams,2020-09-29,2772.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'in', 'colors']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mujer con sandía by Rufino Tamayo, 1950",137.922,43.0,Auction 2036,1950,72,BogotAuctions,2020-09-30,1308.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'four', 'inks', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Cabezas de Mujer by Rufino Tamayo, 1969",20.75,27.25,Prints and Multiples,1969,53,Hindman,2020-10-02,3147.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figura en negro by Rufino Tamayo, 1980",29.75,22.0,Prints and Multiples,1980,42,Hindman,2020-10-02,3719.0, Rufino Tamayo,-420,Mutual Art,-,['etching'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mujer con los brazos en alto by Rufino Tamayo, 1976",29.75,22.5,Prints and Multiples,1976,46,Hindman,2020-10-02,2861.0, Rufino Tamayo,-420,Mutual Art,-,"['mixografia', 'print']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Masque Rouge by Rufino Tamayo, 1973",21.25,27.5,Prints and Multiples,1973,49,Hindman,2020-10-02,4687.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESTUDIO PARA LA PERLA by Rufino Tamayo, Executed in 1950",17.0,3.0,Impressionist & Modern Art,1950,72,Sotheby's,2020-09-25,, Rufino Tamayo,-420,Mutual Art,-,"['pencil', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIGURA by David Alfaro Siqueiros, Painted in 1964",12.0,1.0,Impressionist & Modern Art,1964,58,Sotheby's,2020-09-25,31721.0, David Alfaro Siqueiros,-420,Mutual Art,-,"['acrylic', 'on', 'cardboard', 'laid', 'down', 'on', 'canvasboard', 'board']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUJERES DANZANDO by René Portocarrero, dated 1947",20.0,13.0,Impressionist & Modern Art,1947,75,Sotheby's,2020-09-25,37489.0, René Portocarrero,-420,Mutual Art,-,"['pastel', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATEDRAL by René Portocarrero, Executed circa 1965",23.0,5.0,Impressionist & Modern Art,1965,57,Sotheby's,2020-09-25,40373.0, René Portocarrero,-420,Mutual Art,-,"['gouache', 'on', 'paper', 'laid', 'down', 'on', 'masonite']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DESNUDO by Juan Soriano, dated 1950",19.0,24.0,Impressionist & Modern Art,1950,72,Sotheby's,2020-09-25,1442.0, Juan Soriano,-420,Mutual Art,-,"['pastel', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Figuras by Rufino Tamayo, 1976",570.0,760.0,Prints and Multiples,1976,46,Bonhams,2020-10-07,2637.0, Rufino Tamayo,-420,Mutual Art,-,"['mixograph', 'in', 'colours']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Presenza Grafica by Jesus-Rafael Soto, 1973",950.0,940.0,Prints and Multiples,1973,49,Bonhams,2020-10-07,1036.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['screenprint', 'in', 'colours']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Untitled by Francisco Zuñiga, 1979",123.19,68.5,Mexican Art Auction - Includes Collection and Backal Library,1979,43,"Morton Auctions, Monte Athos",2020-10-08,3739.0, Francisco Zuñiga,-420,Mutual Art,-,"['charcoal', 'oil', 'and', 'pastel', 'on', 'paper']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personaje en verde from RUFINO TAMAYO 15 AGUAFUERTES 1975 by Rufino Tamayo, 1975",191.77,56.4,"Paintings, Prints and Sculpture",1975,47,"Mainichi Auction, Tokyo",2020-10-09,1515.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'aquatint', 'and', 'carborundum']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Painting, Crowd Scene by Mariano Rodriguez, 1977",20.25,28.5,Modern Art & Design: Fall 2020,1977,45,Palm Beach Modern Auctions ,2020-10-10,2632.0, Mariano Rodriguez,-420,Mutual Art,-,"['acrylic', 'on', 'heavy', 'paper']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jesus Rafael Soto ""Sotomagie"" Sculpture, Signed Edition by Jesus-Rafael Soto, 1967",13.5,13.5,Modern Art & Design: Fall 2020,1967,55,Palm Beach Modern Auctions ,2020-10-10,4291.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['serigraph', 'on', 'plexiglas', 'chromed', 'metal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jesus Rafael Soto ""Sotomagie"" Sculpture, Signed Edition by Jesus-Rafael Soto, 1967",13.5,13.5,Modern Art & Design: Fall 2020,1967,55,Palm Beach Modern Auctions ,2020-10-10,4863.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['serigraph', 'on', 'plexiglas', 'chromed', 'metal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meditación by David Alfaro Siqueiros, 1969",134.62,42.0,Morton Weekly Live,1969,53,"Morton Auctions, Cerro de Mayka",2020-10-10,920.0, David Alfaro Siqueiros,-420,Mutual Art,-,['lithography'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aviateur by Antonio Seguí, 2002",73.9775,40.5,#VenteFauve230,2002,20,FauveParis,2020-10-10,697.0, Antonio Seguí,-420,Mutual Art,-,"['etching', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Jesus-Rafael Soto, 1971",134.62,38.0,Prints & Multiple,1971,51,Artcurial,2020-10-05,539.0, Jesus-Rafael Soto,-420,Mutual Art,-,['screenprint'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Mascara"" from ""Carpeta Mountain"" suite by David Alfaro Siqueiros, 1969",22.25,18.75,Single Owner On-Site Auction,1969,53,South Bay Auctions,2020-10-17,629.0, David Alfaro Siqueiros,-420,Mutual Art,-,"['lithograph', 'in', 'colors', 'on', 'japon']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EL PERSONAJE (T.188) by Rufino Tamayo, 1975",35.0,0.75,Ace Gallery Inventory Reduction Auction,1975,47,Clark's Fine Art Gallery & Auctioneers Inc.,2020-10-17,2060.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Diego Rivera, 1949",14.5,9.625,MODERN ART & DESIGN AUCTION,1949,73,Los Angeles Modern Auctions,2020-10-18,15735.0, Diego Rivera,-420,Mutual Art,-,"['chalk', 'on', 'rice', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Chacal (from The Mexican Masters Suite) by Rufino Tamayo, 1973",22.375,30.375,MODERN ART & DESIGN AUCTION,1973,49,Los Angeles Modern Auctions,2020-10-18,3433.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'on', 'german', 'etching', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"International Year of the Child by Graciela Rodo-Boulanger, (1979)",152.4,45.0,Affordable Art & Studio Ceramics,1979,43,Dunbar Sloane Wellington,2020-10-21,229.0, Graciela Rodo-Boulanger,-420,Mutual Art,-,['print'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Study for Maternity by Francisco Zuñiga, 1978",19.687,5.0,Fine Paintings,1978,44,Doyle New York,2020-10-22,3576.0, Francisco Zuñiga,-420,Mutual Art,-,"['charcoal', 'on', 'light', 'brown', 'paper']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escritura, from Sintesis Series by Jesus-Rafael Soto, 1978",11.75,27.5,Editions & Works on Paper,1978,44,Phillips,2020-10-21,7570.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['screenprinted', 'plexiglas', 'plastic', 'and', 'metal', 'multiple']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Escalera Azul, from Sintesis Series by Jesus-Rafael Soto, 1979",19.75,14.0,Editions & Works on Paper,1979,43,Phillips,2020-10-21,12256.0, Jesus-Rafael Soto,-420,Mutual Art,-,"['screenprinted', 'plexiglas', 'plastic', 'and', 'metal', 'multiple']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paysaje Urbano by Antonio Seguí, 2020",185.42,92.0,Online: MODERN AND CONTEMPORARY PAINTINGS & SCULPTURES PHOTOGRAPHIES - DESIGN,2020,2,Louiza Auction,2020-10-24,36654.0, Antonio Seguí,-420,Mutual Art,-,"['acrylic', 'on', 'canvas']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rosa negra by Jesus-Rafael Soto, 1982",175.26,50.0,Online: MODERN AND CONTEMPORARY ART,1982,40,Odalys Auction House,2020-10-17,, Jesus-Rafael Soto,-420,Mutual Art,-,"['silkscreen', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hombre, Luna y Estrellas (Perada 30) by Rufino Tamayo, 1950",20.625,14.125,2020 Fall Larsen Art Auction,1950,72,Larsen Gallery,2020-10-24,2334.0, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'on', 'arches', 'paper']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Visita (B. 16) by Francisco Zuñiga, 1974",22.25,28.5,2020 Fall Larsen Art Auction,1974,48,Larsen Gallery,2020-10-24,1573.0, Francisco Zuñiga,-420,Mutual Art,-,"['lithograph', 'on', 'arches', 'paper']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Mujeres Sentadas (B. 41) by Francisco Zuñiga, 1978",2225.0,30.75,2020 Fall Larsen Art Auction,1978,44,Larsen Gallery,2020-10-24,1001.0, Francisco Zuñiga,-420,Mutual Art,-,"['lithograph', 'on', 'copperplate', 'deluxe', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
