date, value,returns
14/09/1964,4.22,0.0
15/09/1964,4.22,0.0
16/09/1964,4.21,-0.0023696682464454666
17/09/1964,4.2,-0.002375296912113911
18/09/1964,4.2,0.0
21/09/1964,4.19,-0.0023809523809523725
22/09/1964,4.19,0.0
23/09/1964,4.19,0.0
24/09/1964,4.19,0.0
25/09/1964,4.19,0.0
28/09/1964,4.17,-0.004773269689737569
29/09/1964,4.18,0.0023980815347721673
30/09/1964,4.18,0.0
01/10/1964,4.18,0.0
02/10/1964,4.18,0.0
05/10/1964,4.2,0.004784688995215447
06/10/1964,4.19,-0.0023809523809523725
07/10/1964,4.19,0.0
08/10/1964,4.19,0.0
09/10/1964,4.19,0.0
13/10/1964,4.19,0.0
14/10/1964,4.19,0.0
15/10/1964,4.2,0.0023866348448686736
16/10/1964,4.21,0.0023809523809523725
19/10/1964,4.21,0.0
20/10/1964,4.2,-0.002375296912113911
21/10/1964,4.19,-0.0023809523809523725
22/10/1964,4.19,0.0
23/10/1964,4.19,0.0
26/10/1964,4.19,0.0
27/10/1964,4.18,-0.0023866348448688957
28/10/1964,4.17,-0.0023923444976076125
29/10/1964,4.16,-0.0023980815347721673
30/10/1964,4.16,0.0
02/11/1964,4.15,-0.0024038461538461453
04/11/1964,4.15,0.0
05/11/1964,4.15,0.0
06/11/1964,4.15,0.0
09/11/1964,4.15,0.0
10/11/1964,4.14,-0.002409638554217053
12/11/1964,4.12,-0.004830917874396046
13/11/1964,4.13,0.0024271844660193054
16/11/1964,4.13,0.0
17/11/1964,4.14,0.002421307506053294
18/11/1964,4.14,0.0
19/11/1964,4.13,-0.0024154589371979673
20/11/1964,4.13,0.0
23/11/1964,4.18,0.012106537530266248
24/11/1964,4.18,0.0
25/11/1964,4.19,0.0023923444976077235
27/11/1964,4.19,0.0
30/11/1964,4.2,0.0023866348448686736
01/12/1964,4.2,0.0
02/12/1964,4.19,-0.0023809523809523725
03/12/1964,4.18,-0.0023866348448688957
04/12/1964,4.18,0.0
07/12/1964,4.17,-0.0023923444976076125
08/12/1964,4.16,-0.0023980815347721673
09/12/1964,4.16,0.0
10/12/1964,4.15,-0.0024038461538461453
11/12/1964,4.15,0.0
14/12/1964,4.16,0.00240963855421672
15/12/1964,4.17,0.0024038461538460343
16/12/1964,4.18,0.0023980815347721673
17/12/1964,4.18,0.0
18/12/1964,4.19,0.0023923444976077235
21/12/1964,4.18,-0.0023866348448688957
22/12/1964,4.18,0.0
23/12/1964,4.19,0.0023923444976077235
24/12/1964,4.19,0.0
28/12/1964,4.19,0.0
29/12/1964,4.19,0.0
30/12/1964,4.2,0.0023866348448686736
31/12/1964,4.21,0.0023809523809523725
04/01/1965,4.2,-0.002375296912113911
05/01/1965,4.2,0.0
06/01/1965,4.2,0.0
07/01/1965,4.2,0.0
08/01/1965,4.2,0.0
11/01/1965,4.2,0.0
12/01/1965,4.19,-0.0023809523809523725
13/01/1965,4.19,0.0
14/01/1965,4.19,0.0
