artista,nombre_obra,tecnica,anio,precio,altura,ancho,source
Federico Rivero,No me Hayo,Bronce,2018,23200,25,26,madart
Lino Chávez,Hija del Viento 4,Bronce,2016,63800,68,24,madart
Lino Chávez,Libertad,Bronce y Acero,2016,29000,26,26,madart
Lino Chávez,Bajo la Sombra,Bronce y Acero,2016,80700,72,30,madart
Lino Chávez,Cabeza 5,Bronce y Acero,2016,29000,50,15,madart
Lino Chávez,Hija del Viento 5,Bronce y Acero,2016,63800,89,23,madart
Lino Chávez,Cabeza 4 ,Bronce y Acero,2016,29000,49,15,madart
Lino Chávez,Hija del Viento 1,Bronce y Acero,2016,69600,85,21,madart
Lino Chávez,Apa,Bronce,2016,174000,120,33,madart
Lino Chávez,Cabeza 3 ,Bronce,2016,29000,48,15,madart
Lino Chávez,Caprichos de un Hombre,Bronce,2016,145000,76,69,madart
Lino Chávez,Hija del Viento 3,Bronce,2016,69600,86.5,23,madart
Ricardo Olivares,Toro Mascota,Bronce,2017,37100,34,15,madart
Ricardo Olivares,Mimo,Bronce,2017,45200,70,51,madart
Ricardo Olivares,Jinete,Bronce,2017,40600,36,22,madart
Lino Chávez,El Sr. de la Tarde,Bronce,2016,40600,33,17,madart
María Sordo,Sin Título,Mixta sobre Tela,2017,39500,165,135,madart
Oswaldo Ramírez,Símbolo,Mixta sobre Tela,2018,17400,46,76,madart
Oswaldo Ramírez,Reencuentro,Mixta sobre Tela,2018,17400,40,60,madart
Oswaldo Ramírez,Dios Nunca Muere,Mixta sobre Tela,2018,41000,80,100,madart
Oswaldo Ramírez,El Caballo Enano,Mixta sobre Tela,2016,53100,130,120,madart
Oswaldo Ramírez,Mujer y el Chamán,Mixta sobre Tela,2016,88200,145,180,madart
Oswaldo Ramírez,Libertador,Mixta sobre Tela,2017,159500,220,250,madart
Oswaldo Ramírez,Noctámbulo del Amor,Mixta sobre Tela,2017,34800,80,110,madart
Oswaldo Ramírez,La Paz Mundial,Mixta sobre Tela,2017,17400,50,70,madart
Oswaldo Ramírez,El Encuentro de Dimitri,Óleo sobre Tela,2017,69000,122,145,madart
Oswaldo Ramírez,Cerulean Blues,Mixta sobre Tela,2017,69000,122,143,madart
Oswaldo Ramírez,La Danza de la Naturalez,Mixta sobre Tela,2017,68600,145,120,madart
Oswaldo Ramírez,Perro Carnavalero,Mixta sobre Tela,2017,23000,60,80,madart
Oswaldo Ramírez,El Cumpleaños de Pascual,Monotipo,2017,10400,65,45,madart
Oswaldo Ramírez,Volando a la Libertad,Mixta sobre Tela,2017,15600,69,45,madart
Oswaldo Ramírez,El Alquimista,Mixta sobre Tela,2017,153000,200,200,madart
Manuel de Cisneros,Obsesión,Óleo sobre Tela,2017,104400,110,160,madart
Primo Vega,Monte Cervino Variaciones ( 1 ) ,Óleo sobre Tela,2015,87000,120,100,madart
Primo Vega,El Domo,Óleo sobre Tela,2015,75400,90,120,madart
Primo Vega,Bernal en Rojos y Verdes,Óleo sobre Tela,2015,20900,40,60,madart
Primo Vega,Volcán,Óleo sobre Tela,2015,66000,80,100,madart
Lino Chávez,Vendedora de Sueños,Bronce,2016,75000,75,43,madart
Lino Chávez,Job,Bronce,2017,34800,23,14,madart
Lino Chávez,Lino,Bronce,2017,34800,23,15,madart
Lino Chávez,Papá,Bronce,2017,34800,24,14,madart
Lino Chávez,Dan,Bronce,2017,34800,22,13.5,madart
Lino Chávez,Diálogo,bronce,2017,98600,59,45,madart
Lino Chávez,Navegando Amores,bronce,2017,133400,70,60,madart
Lino Chávez,Niño,bronce,,75400,38,29,madart
Miki,Turulata,Nogal con Hoja de Oro,2016,166800,59,23,madart
Miki,ULALA Cuántica 54 PMO,"Piedra Volcánica, Madera y Hoja de Oro",2016,242300,57,37,madart
Miki,Mini ¡Wow! 5 Amarilla,Bronce,2016,39500,50,10,madart
Miki,Nudo Indisoluble,Bronce,2016,99500,51,24,madart
Miki,Mini ¡Wow! 6 Amarilla,Bronce,2016,50800,60,10,madart
Miki,Match Point 3,Bronce,2014,187700,150,26,madart
Miki,Match Point 5,Bronce,2016,314000,243,26,madart
Miki,Marabunta 18,Bronce,,208600,179,10,madart
Miki,Marabunta 16,Bronce,2016,185400,161,10,madart
Miki,Mini ¡Wow! 15,Bronce,2014,96000,144,10,madart
Miki,A mi No Wana Roja,Bronce,2016,117000,50,35,madart
Miki,Mega Bi Cuántica Roja,Bronce,2016,325700,74,85,madart
Miki,¡Wow! Bicuántica 4 Roja,Bronce,2014,126200,90,22,madart
Miki,Jaque Mate 6 Roja,Bronce,2016,195800,135,23,madart
Miki,Mega Ni Fu Ni Fa 6,Bronce,2016,429000,207,35,madart
Miki,Mini ¡Wow! 16 Roja,Bronce,2016,113500,154,10,madart
Miki,Mini ¡Wow! 16 Plateada,Bronce,2016,135500,154,10,madart
Miki,Mini ¡Wow! 14 Amarilla,Bronce,2016,118100,135,10,madart
Miki,Mini ¡Wow! 14 Roja,Bronce,2016,118100,135,10,madart
Miki,Mini ¡Wow! 18 Morada,Bronce,2016,126200,172,10,madart
Miki,¡Wow! 5,Bronce,2016,115800,113,22,madart
Miki,¡Ups! 4 Roja,Bronce,2016,92500,92,22,madart
Miki,¡Ups! 4,Bronce,2016,101900,94,22,madart
Miki,Ni Fu Ni Fa 6,Bronce,2016,161000,130,22,madart
Miki,¡Wow bicuántica 4!,Bronce,2016,121600,90,22,madart
Miki,Jaque 4,Bronce,2016,125600,92,22,madart
Miki,Tiki Taka 6,Bronce,2016,146000,136,22,madart
Miki,Big Bang,Bronce,2016,144800,76,64,madart
Miki,Jaque Mate 6,Bronce,2016,187700,135,23,madart
Miki,Tisha,Bronce,2016,110000,60,46,madart
Miki,Transeúnte,Bronce,2016,93700,50,34,madart
Miki,Algarabía,Bronce,2016,103000,50,43,madart
Miki,Contrahecha,Bronce,2016,98400,49,24,madart
Miki,Renecia,Bronce,2016,104200,37,47,madart
Miki,Sin Culpa,Bronce,2016,104200,36,42,madart
Miki,Arrebato,Bronce,2016,64700,38,26,madart
Miki,Rambersé,Bronce,2016,114600,51,40,madart
Miki,¡Ouch! 3,Bronce,2016,77800,72,20,madart
Miki,Match Point 1,Bronce,2016,72900,55,26,madart
Miki,Traviesa,Bronce,2016,50900,25,26,madart
Miki,Mini Cuántica Roja,Bronce,2016,36900,24,22,madart
Miki,Mini ¡Wow! 18 Roja,Bronce,,126200,132,21,madart
Miki,Bum bum bum 3,Bronce,2016,114600,100,21,madart
Miki,Las Tres Sorellas,Bronce,,108800,57,33,madart
Miki,Ponte Almeja,Bronce,2016,84500,36,34,madart
Miki,Jiribilla,Bronce,,101800,44,39,madart
Miki,Bum Bum Bum 4,Bronce,2016,157600,132,21,madart
Miki,Mini Cuántica,Bronce,2016,27700,24,22,madart
Miki,Más Ying que Yang,Bronce,,147000,81,40,madart
Miki,Marabunta 14,Bronce,2016,162200,141,10,madart
Miki,Conurbada,Bronce,,122700,39,46,madart
Miki,Tromba,Bronce,2016,92600,41,23,madart
Miki,Arrítmica,Bronce,,92000,22,60,madart
Miki,Menguante,Bronce,2016,115800,44,33,madart
Miki,Jaque 4 Roja,Bronce,2016,130900,92,22,madart
Nour Kuri,Liberándome,Escultura,2016,20900,19,30,madart
Antonino Castillo,Amantes,Escultura,2016,58000,20,18,madart
Antonino Castillo,Renaciendo,Escultura,2016,17400,38,24,madart
Lalo Sánchez del Valle,Moscas,Acrílico sobre Acrílico,2015,52200,39,42,madart
Lalo Sánchez del Valle,Despertar del Minotauro,Bronce,2014,172800,34,39,madart
Lalo Sánchez del Valle,Gallinas,Bronce,2014,81200,45,27,madart
Lalo Sánchez del Valle,Elefanta,Bronce,2014,229700,34,74,madart
Lalo Sánchez del Valle,Caballo Mecánico IV,Bronce,2015,77700,37,14,madart
Lalo Sánchez del Valle,Caballo Mecánico III,Bronce,2015,77700,32,14,madart
Lalo Sánchez del Valle,Caballo Mecánico II,Bronce,2015,222700,27,69,madart
Lalo Sánchez del Valle,Toro Cienpies,Bronce,2016,141500,18,50,madart
Lalo Sánchez del Valle,Hipopótamo,Bronce,2016,150800,35,56,madart
Lalo Sánchez del Valle,La Crítica,Bronce,2016,168200,32,23,madart
Lalo Sánchez del Valle,Hongo,Bronce,2016,141500,35,33,madart
Lalo Sánchez del Valle,Niño Chimenea,Bronce,2016,162400,30,26,madart
Lalo Sánchez del Valle,La Mujer de Alejandro,Bronce,2016,84600,21,9,madart
Lalo Sánchez del Valle,Rinoceronte,Bronce,2016,302700,105,38,madart
Ignacio Manteca,Placidez,Bronce,2016,46600,45,30,madart
Ignacio Manteca,La Rueda,Bronce,2016,20800,45,46,madart
Ignacio Manteca,Gran Vigía,Bronce,2015,72500,180,160,madart
Ignacio Manteca,Guernica,Bronce,2015,7500,15,11,madart
Ignacio Manteca,Impulso Vital,Bronce,2017,14500,56,49,madart
Ignacio Manteca,Hipo,Bronce,2015,17400,18,41,madart
Ignacio Manteca,Divino Balance,Bronce,2016,29000,65,48,madart
Ignacio Manteca,Rino,Bronce,2015,17400,21,14,madart
Ignacio Manteca,Vigía,Bronce,2015,14500,45,25,madart
Diego Guzmán,Luz en la Floresta,Óleo sobre Tela,2017,37000,80,100,madart
Diego Guzmán,Presagio,Óleo sobre Tela,2016,34800,130,100,madart
Diego Guzmán,Aquel Verano Florecieron,Óleo sobre Tela,2016,34800,100,130,madart
Lydia Hierro,La Taza,Mixta sobre Papel,2016,4000,19,24,madart
Lydia Hierro,Entre Sandías 2,Mixta sobre Papel,2016,4000,24,19,madart
Lydia Hierro,Entre Sandías 1,Mixta sobre Papel,2016,4000,24,19,madart
Noé Diaz,Bailando Flor de Piña,Óleo sobre Tela,2017,69600,165,100,madart
Noé Diaz,Amores Profanos,Óleo sobre Tela,2017,34800,100,75,madart
Noé Diaz,Bailando la Zandunga,Óleo sobre Tela,2017,69600,165,100,madart
Noé Diaz,El Zicatela,Óleo sobre Tela,2017,69600,165,110,madart
Noé Diaz,El Andariego,Óleo sobre Tela,2017,34800,100,75,madart
Noé Diaz,Armadillo Enamorado de la Luna,Óleo sobre Tela,2017,34800,100,75,madart
Noé Diaz,Vengo de la Loma Bonita,Óleo sobre Tela,2017,34800,100,75,madart
Noé Diaz,Sueños de Primavera II,Óleo sobre Tela,2017,34800,100,80,madart
Noé Diaz,La Muralla azul,Óleo sobre Tela,2017,34800,75,100,madart
Jennifer Troice,Caballo Cubista 2,Bronce,2017,75400,44,50,madart
Jennifer Troice,Toro,Bronce,2016,75400,40,40,madart
Jennifer Troice,Árbol de la Vida,Bronce,2016,29000,32,23,madart
Jennifer Troice,Tortuga,Bronce,2016,3200,3,12,madart
Jennifer Troice,Maternidad,Bronce,2020,11600,35,15,madart
Jennifer Troice,Coral de Cerebro,Bronce,2016,20800,17,22,madart
Jennifer Troice,Raya,Bronce,2016,20800,5,23,madart
Jennifer Troice,Pez Ardilla,Bronce,2016,12700,14,5,madart
Jennifer Troice,Cola de Ballena,Bronce,2016,40600,26,79,madart
Jazzamoart,Retrato de Ausencia IX,Óleo sobre Tela,2016,7000,80,80,madart
Jazzamoart,Los Oros de la Tarde,Óleo sobre Tela,2016,24000,200,180,madart
Jazzamoart,Sin Título,Óleo sobre Tela,2016,16000,150,150,madart
Jazzamoart,El Antro de los Placeres,Óleo sobre Tela,2005,10000,100,90,madart
Jazzamoart,Inventando Retratos II,Óleo sobre Tela,2016,7000,80,80,madart
Jazzamoart,Inventando Retratos III,Óleo sobre Tela,2016,6000,80,70,madart
Julie Sasson,Ensueños,Mixta sobre Tela,2017,107800,90,50,madart
Julie Sasson,Under the Sky,Mixta sobre Tela,2017,172900,130,230,madart
Julie Sasson,Te Llevo Conmigo,Óleo sobre Tela,2016,89300,100,100,madart
Julie Sasson,Tocar el Cielo,Óleo sobre Tela,2016,181000,100,180,madart
Julie Sasson,Un Suspiro en el Tiempo III,Óleo sobre Tela,2016,120600,180,100,madart
Julie Sasson,Un Suspiro en el Tiempo I,Óleo sobre Tela,2016,120600,180,100,madart
Julie Sasson,Bordando la Noche,Mixta sobre Tela,2016,88100,50,180,madart
Julie Sasson,"De la serie Olas, Carmín",Óleo sobre Aluminio,2016,122900,130,150,madart
Alejandro Baruch,Runo,Bronce,2017,116000,155,30,madart
Alejandro Baruch,Ruperto el Mago,Bronce,2017,116000,84,34,madart
Alejandro Baruch,Cazador de Lunas,Bronce,2016,104400,70,20,madart
Alejandro Baruch,Pescadores de Sueños,Bronce,2016,92800,80,30,madart
Alejandro Baruch,Esperando la Lluvia,Bronce,2016,46400,55,30,madart
Luis Sn Carlos,Mesa con Sandías,Mixta sobre Tela,2017,113600,150,150,madart
Luis Sn Carlos,Taquito,Acrílico sobre Tela,2017,95700,130,120,madart
Luis Sn Carlos,Espejo Púrpura,Acrílico sobre Tela,2017,92800,120,120,madart
David Gutiérrez,Los Pájaros Liberados,Mixta sobre Papel,2018,32400,65,100,madart
David Gutiérrez,Las Hermanas Luna,Mixta sobre Papel,2018,32400,65,100,madart
Julie Sasson,Más Allá,Mixta sobre Aluminio,2016,113600,80,200,madart
Ramón Valdés Elizondo,Pasiones Felinas,Mixta sobre Tela,2018,29000,70,60,madart
Ramón Valdés Elizondo,Nido de Alebrijes ,Mixta sobre Tela,2017,31300,60,100,madart
Julie Sasson,Mar Rojo,Óleo y Encausto sobre Tela (díptico),2016,208700,140,240,madart
Ramón Valdés Elizondo,Devorador de Estrellas,Mixta sobre Tela,2017,48700,100,120,madart
Julie Sasson,Azul,Óleo y Encausto sobre Tela,2016,114800,115,140,madart
Marco Antonio Cruz,Sin Título,Oleo sobre Tela,2017,58000,100,200,madart
Ramón Valdés Elizondo,Espíritu de Guerrero,Mixta sobre Tela,2016,34800,100,80,madart
Ramón Valdés Elizondo,La Vida Después de la Muerte,Mixta sobre Tela,2016,37120,120,90,madart
Ramón Valdés Elizondo,Angel Guardián,Mixta sobre Tela,2016,46400,120,90,madart
Marco Antonio Cruz,Sin Título,Oleo sobre Tela,2017,58000,100,200,madart
Ramón Valdés Elizondo,Falda con Flores,Mixta sobre Tela,2014,29000,90,120,madart
Ramón Valdés Elizondo,Máscara de Nahual,Mixta sobre Tela,2014,17400,50,40,madart
Marco Antonio Cruz,Sin Título,Oleo sobre Tela,2017,52200,120,150,madart
Ramón Valdés Elizondo,Picardía sobre Sandía,Mixta sobre Tela,2014,21000,80,60,madart
Ramón Valdés Elizondo,Guardián de Sueños,Mixta sobre Tela,2014,29000,100,90,madart
Ramón Valdés Elizondo,Máscara de Jaguar,Mixta sobre Tela,2014,25500,90,60,madart
Ramón Valdés Elizondo,Catrina Mestiza,Mixta sobre Tela,2013,32500,140,90,madart
Ramón Valdés Elizondo,Catrina Soledad,Mixta sobre Tela,2014,32500,108,174,madart
Pacco Soriano,Toro,Mixta sobre Tela,2017,50200,120,120,madart
Pacco Soriano,Serie Camaradería,Mixta sobre Tela,2017,42100,110,110,madart
Carlos Vivar,Art is Art,Mixta sobre Tela,2011,187900,100,180,madart
Carlos Vivar,Coyoacán,Gráfica,2015,1800,45,56.2,madart
Carlos Vivar,Horses,Gráfica,2015,1800,49.8,68.7,madart
Carhum,Un Jazz para Bailar,Mixta sobre Tela,2016,56000,120,200,madart
Manuel Miguel,"De la serie ""Lineas del tiempo"" (Elephants)",Mixta sobre Tela,2017,40600,100,100,madart
Carlos Vivar,Sandías,Gráfica,2015,1800,53.7,49.8,madart
Jose Antonio Gurtubay,Miran por las Ventanas,Mixta sobre Tela,2017,109000,150,200,madart
Jose Antonio Gurtubay,Unos Ojos a que Asirse,Mixta sobre Papel,2017,39500,61,51,madart
Carlos Vivar,Caballos en Gris,Mixta sobre Tela,2017,200400,120,160,madart
Carlos Vivar,Fun with Bikes,Mixta sobre Tela,2014,146200,100,140,madart
Carlos Vivar,Virtuoso de la Guitarra,Mixta sobre Tela,2014,150300,120,120,madart
Jose Antonio Gurtubay,Pedrito,Bronce,2017,81200,62,41,madart
Carlos Vivar,Un Cavalier en París,Litografía,2017,23200,65,48,madart
Carlos Vivar,Mago Volador Grande,Bronce,2016,168200,146,51.5,madart
Carlos Vivar,Cuadra Pablo Hermoso,Litografía,2015,17400,54,70,madart
Lydia Hierro,Lagartija Naranja,Encausto sobre Tela,2017,7500,20,20,madart
Carlos Vivar,El Equilibrista,Litografía,2015,17400,68.5,47,madart
Lydia Hierro,Filtración,Mixta sobre Tela,2017,33700,130,130,madart
Lydia Hierro,Mar de Noche,Encausto sobre Tela,2017,33700,130,130,madart
Carlos Vivar,Caballo con Cajón,Litografía,2015,17400,51,66,madart
Carlos Vivar,El equilibrista,Litografía,2015,17400,51,66,madart
Emmanuel Serrano,3 Variaciones de una Mancha ( Panda) ,Fumage,2018,34800,60,180,madart
Carlos Vivar,Budapest,Mixta sobre Tela,2015,234900,150,150,madart
Emmanuel Serrano,Equilibrio,Fumage,2017,34800,140,140,madart
Emmanuel Serrano,"""Amar sin temor"" de la serie Cartas a mi madre",Fumage,2017,46400,120,240,madart
Emmanuel Serrano,"""Recuerdo de Infancia"" de la serie Cartas a mi Madre",Acrílico sobre tela,2017,34800,120,120,madart
Emmanuel Serrano,Abrazo,Fumage,2017,46400,120,140,madart
Emmanuel Serrano,Encuentro,Fumage,2017,34800,120,160,madart
Emmanuel Serrano,De la serie Aves,Fumage,2017,15600,80,80,madart
Carlos Vivar,Mago Volador,Bronce,2014,81200,76,26,madart
Emmanuel Serrano,De la serie Aves,Fumage,2017,17400,100,100,madart
Carlos Vivar,Toscana,Litografía,2015,29000,73,103,madart
Emmanuel Serrano,De la serie Aves,Fumage,2017,17400,100,100,madart
Emmanuel Serrano,Animal de Mar ( calamar),Acrílico sobre Tela,2017,32500,140,140,madart
Carlos Vivar,Carrusel en Florencia,Litografía,2015,29000,73,102,madart
Emmanuel Serrano,Metamorfosis,Acrílico sobre Acrílico,2017,13300,80,80,madart
Emmanuel Serrano,Sistema de defensa,Fumage,2016,62700,120,180,madart
Carlos Vivar,Torero,Bronce,2014,81200,40,18,madart
Emmanuel Serrano,Príncipe,Fumage,2016,34800,150,170,madart
Emmanuel Serrano,Al fin puerco,Fumage,2016,32500,140,140,madart
Emmanuel Serrano,En descanso,Fumage,2016,33000,160,120,madart
Carlos Vivar,Caballo con Ruedas,Bronce,2013,81200,36,42,madart
Emmanuel Serrano,Andar,Fumage,2016,33000,160,120,madart
Emmanuel Serrano,Cráneo,Fumage,2016,29000,140,140,madart
