,precio estimado,precio_venta,fecha,autor,casa subasta,tipo,tecnica,dimensiones
956,"
35,000 - 45,000 USD ","
87,500 USD
","
May 27, 2015 - May 28, 2015
", René Portocarrero,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                28 1/8 x 22 in. (71.5 x 56 cm.)
                                            "
957,"
250,000 - 350,000 USD ","
509,000 USD
","
May 27, 2015 - May 28, 2015
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            oil on cardboard laid on panel
                                        ","
                                                17½ x 12¾ in. (44.5 x 32.4 cm.)
                                            "
958,"
120,000 - 180,000 USD ","
161,000 USD
","
May 27, 2015 - May 28, 2015
", Emilio Pettoruti,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                31 5/8 x 12 1/8 in. (81 x 30.8 cm.)
                                            "
959,"
50,000 - 70,000 USD ","
87,500 USD
","
May 27, 2015 - May 28, 2015
", David Alfaro Siqueiros,Christie's New York,Latin American Art,"
                                            oil on wood board
                                        ","
                                                26 x 40 in. (66 x 101.6 cm.)
                                            "
960,"
15,000 - 20,000 USD ","
20,000 USD
","
May 27, 2015 - May 28, 2015
", David Alfaro Siqueiros,Christie's New York,Latin American Art,"
                                            oil on paper laid on masonite
                                        ","
                                                12½ x 10 1/8 in. (31.8 x 25.7 cm.)
                                            "
961,"
500,000 - 700,000 USD ","
785,000 USD
","
May 27, 2015 - May 28, 2015
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                51 x 75 in. (129.5 x 190.5 cm.)
                                            "
962,"
150,000 - 200,000 USD ","
329,000 USD
","
May 27, 2015 - May 28, 2015
", Diego Rivera,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                39½ x 23½ in. (100.3 x 59.7 cm.)
                                            "
963,"
35,000 - 45,000 USD ","
68,750 USD
","
May 27, 2015 - May 28, 2015
", Joaquín Torres García,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                18¼ x 24 1/8 in. (46.4 x 61.3 cm.)
                                            "
964,"
25,000 - 30,000 USD ","
25,000 USD
","
May 27, 2015 - May 28, 2015
", Benito Quinquela Martin,Christie's New York,Latin American Art,"
                                            oil on board
                                        ","
                                                49 x 41 in. (124.5 x 104 cm.)
                                            "
965,"
25,000 - 35,000 USD ","
45,000 USD
","
May 27, 2015 - May 28, 2015
", Benito Quinquela Martin,Christie's New York,Latin American Art,"
                                            oil on wood board
                                        ","
                                                19¾ x 23½ in. (50.2 x 59.7 cm.)
                                            "
966,"
400,000 - 600,000 USD ","
514,000 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin America: The Legacy of Abstraction,"
                                            oil on canvas
                                        ","
                                                20 1/4 by 24 1/4 in.
51.4 by 61.9 cm
                                            "
967,"
400,000 - 600,000 USD ","
970,000 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin America: The Legacy of Abstraction,"
                                            tempera on board
                                        ","
                                                34 1/8 by 40 7/8 in.
86.7 by 103.8 cm
                                            "
968,"
600,000 - 800,000 USD ","
880,000 USD
","
May 26, 2015
", Jesus-Rafael Soto,Sotheby's New York,Latin America: The Legacy of Abstraction,"
                                            acrylic on wood with painted metal and nylon string
                                        ","
                                                83 1/4 by 78 3/4 in.
214 by 200 cm
                                            "
969,"
175,000 - 225,000 USD ","
218,750 USD
","
May 26, 2015
", Armando Reverón,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                18 1/4 by 28 1/4 in.
46.3 by 72 cm
                                            "
970,"
30,000 - 40,000 USD ","
60,000 USD
","
May 26, 2015
", Benito Quinquela Martin,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                13 7/8 by 22 1/2 in.
35.2 by 57.1 cm
                                            "
971,"
1,200,000 - 1,600,000 USD ","
3,010,000 USD
","
May 26, 2015
", Rufino Tamayo,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil and sand on canvas
                                        ","
                                                49 by 71 in.
124 by 180 cm
                                            "
972,"
70,000 - 90,000 USD ","
112,500 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                19 1/4 by 15 in.
49 by 38 cm
                                            "
973,"
400,000 - 600,000 USD ","
545,000 USD
","
May 26, 2015
", Armando Reverón,Phillips New York,Latin America,"
                                            oil and tempera on burlap
                                        ","
                                                41 1/2 x 38 1/2 in. (105.4 x 97.8 cm)
                                            "
974,"
500,000 - 700,000 USD ","
610,000 USD
","
May 26, 2015
", Alfredo Ramos Martínez,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            gouache, ink, crayon, and graphite on board
                                        ","
                                                67 by 47 in.
170.1 by 119.3 cm
                                            "
975,"
80,000 - 120,000 USD ","
100,000 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                22 1/2 by 28 in.
57 by 71 cm
                                            "
976,"
20,000 - 30,000 USD ","
40,000 USD
","
May 26, 2015
", Francisco Toledo,Phillips New York,Latin America,"
                                            gouache on paper, laid on unstretched canvas
                                        ","
                                                various sizes
                                            "
977,"
35,000 - 45,000 USD ","
68,750 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                17 1/4 by 11 3/4 in.
44 by 30 cm
                                            "
978,"
35,000 - 45,000 USD ","
81,250 USD
","
May 26, 2015
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            tempera on canvas
                                        ","
                                                16 1/8 by 12 3/4 in.
41 by 32.5 cm
                                            "
979,"
300,000 - 400,000 USD ","
346,000 USD
","
May 26, 2015
", Diego Rivera,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                32 1/4 by 25 3/4 in.
82 by 65.4 cm
                                            "
980,"
200,000 - 300,000 USD ","
162,500 USD
","
May 26, 2015
", Benito Quinquela Martin,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on board
                                        ","
                                                53 1/8 by 48 in.
135 by 122 cm
                                            "
981,"
10 - 1,000 USD ","
671 USD
","
May 18, 2015
", Rufino Tamayo,Clarke Auction,"Auction From a Mt. Vernon, NY Storage & Additions Unreserved","
                                            Oil On Masonite
                                        ","
                                                6""  x 12""
                                            "
982,"
6,000 - 8,000 EUR ","
5,000 EUR*
","
May 16, 2015
", Antonio Seguí,De Vuyst,"Old Masters, Modern& Contemporary Art","
                                            Acrylic on canvas
                                        ","
                                                60 x 73 cm
                                            "
983,"
2,000 - 3,000 USD ","
6,250 USD
","
May 16, 2015
", Graciela Rodo-Boulanger,Gene Shapiro Auctioneers,Fine & Decorative Art,"
                                            oil on canvas
                                        ","
                                                40 x 40 cm (15 3/4 x 15 3/4 in.)
                                            "
984,"
4,000 - 6,000 EUR ","
16,000 EUR*
","
May 16, 2015
", René Portocarrero,De Vuyst,"Old Masters, Modern& Contemporary Art","
                                            Panel
                                        ","
                                                45,5 x 35,5 cm.
                                            "
985,"
8,000 - 10,000 USD ","
8,750 USD
","
May 12, 2015
", Antonio Seguí,Doyle New York,Post-War & Contemporary Art,"
                                            Oil and charcoal on canvas
                                        ","
                                                32 x 25 3/4 in
                                            "
986,"
5,000 - 7,000 USD ","
6,875 USD
","
May 07, 2015
", Jesus-Rafael Soto,Rago Arts and Auction Center,Post-War & Contemporary Art Auction,"
                                            Painted metal and wood
                                        ","
                                                19 1/2"" x 26"" x 5""
                                            "
987,"
10,000 - 15,000 USD ","
20,000 USD
","
May 07, 2015
", René Portocarrero,Bonhams New York,Impressionist & Modern Art,"
                                            gouache, brush and ink, and gray wash on heavy card
                                        ","
                                                13 5/8 x 13 1/2 in
                                            "
988,"
20,000 - 25,000 USD ","
18,000 USD*
","
May 06, 2015
", Benito Quinquela Martin,Castells,Foreign Painting,"
                                            Oil on cardboard
                                        ","
                                                60 x 70 cm
                                            "
989,"
20,000 - 25,000 USD ","
18,000 USD*
","
May 06, 2015
", Benito Quinquela Martin,Castells,Foreign Painting,"
                                            Oil on cardboard
                                        ","
                                                50 x 60 cm
                                            "
990,"
12,000 - 15,000 USD ","
9,000 USD
","
Apr 23, 2015
", René Portocarrero,Fine Art Auctions Miami,Important Paintings & Sculptures Auction,"
                                            Tempera on cardboard
                                        ","
                                                20 x 26.25 in
                                            "
991,"
6,000 - 8,000 USD ","
5,250 USD
","
Apr 12, 2015 - Apr 13, 2015
", David Alfaro Siqueiros,Bonhams Los Angeles,Art + Decor,"
                                            acrylic on paper laid down on balsa wood board
                                        ","
                                                13 3/8 x 10 1/8 in
                                            "
992,"
4,000 - 5,000 EUR ","
5,200 EUR
","
Apr 01, 2015
", Antonio Seguí,Artcurial,Post War & Contemporary Art,"
                                            acrylic on canvas
                                        ","
                                                54 x 73 cm
                                            "
993,"
2,500 - 3,000 EUR ","
4,080 EUR
","
Mar 30, 2015
", Angel Zárraga,"Aguttes, Lyon",Impressionist & Modern Paintings & Sculpture,"
                                            Oil on canvas
                                        ","
                                                35 x 27 cm
                                            "
994,"
5,000 - 7,000 GBP ","
8,125 GBP
","
Mar 17, 2015
", Jesus-Rafael Soto,Sotheby's London,Prints & Multiples,"
                                            Painted wood with painted metal rod and nylon string
                                        ","
                                                overall: 432 by 382 by 48mm 17 by 15 by 1 7/8 in
                                            "
995,"
20,000 - 30,000 EUR ","
26,796 EUR
","
Mar 10, 2015
", Antonio Seguí,Tajan,Modern & Contemporary Art,"
                                            Mixed media on newspaper laid on canvas
                                        ","
                                                58 7/8 x 62 3/4 in
                                            "
996,"
1,500 - 2,500 USD ","
4,000 USD*
","
Feb 20, 2015
", Leopoldo Romañach,Weschler's,Capital Collections Estate Auction,"
                                            Oil on canvas
                                        ","
                                                17 x 21 in
                                            "
997,"
8,000 - 12,000 USD ","
7,380 USD
","
Jan 23, 2015
", René Portocarrero,"Skinner, Boston",American & European Works of Art,"
                                            gouache on paper/board
                                        ","
                                                29 1/2 x 21 1/2 in
                                            "
998,"
120,000,000 - 200,000,000 KRW ","
180,000,000 KRW*
","
Dec 17, 2014
", Jesus-Rafael Soto,Seoul Auction,Modern & Contemporary Art,"
                                            Painted metal elements on wood panel
                                        ","
                                                153.0×76.8cm, 60.2×30.2in
                                            "
999,"
4,000 - 6,000 EUR ","
3,750 EUR
","
Dec 03, 2014 - Dec 04, 2014
", Antonio Seguí,Sotheby's Paris,Contemporary Art,"
                                            gouache on carton
                                        ","
                                                19 5/8 x 25 3/16 in.
                                            "
1000,"
15,000 - 20,000 EUR ","
18,750 EUR
","
Dec 03, 2014 - Dec 04, 2014
", Antonio Seguí,Sotheby's Paris,Contemporary Art,"
                                            watercolour and charcoal laid down on canvas
                                        ","
                                                39 3/8 x 39 3/8 in.
                                            "
1001,"
140,000 - 180,000 EUR ","
187,800 EUR
","
Dec 02, 2014
", Jesus-Rafael Soto,Artcurial,Post War & Contemporary Art,"
                                            acrylic and metal on wood panel
                                        ","
                                                127 x 100 cm
                                            "
1002,"
6,000 - 8,000 EUR ","
7,146 EUR
","
Dec 01, 2014
", Antonio Seguí,Tajan,Contemporary Art,"
                                            Acrylic and grease pencil on canvas
                                        ","
                                                22 1/2 x 18 1/8 in.
                                            "
1003,"
40,000 - 50,000 USD ","
93,750 USD
","
Nov 25, 2014 - Nov 26, 2014
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                20 by 28 in
                                            "
1004,"
60,000 - 80,000 USD ","
106,250 USD
","
Nov 25, 2014 - Nov 26, 2014
", Joaquín Torres García,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                31 1/2 by 43 1/3 in
                                            "
1005,"
2,000,000 - 3,000,000 USD ","
4,197,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", Rufino Tamayo,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil and sand on canvas
                                        ","
                                                55 1/8 by 68 7/8 in
                                            "
1006,"
90,000 - 120,000 USD ","
112,500 USD
","
Nov 25, 2014 - Nov 26, 2014
", Diego Rivera,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            watercolor and graphite on paper mounted on canvas
                                        ","
                                                32 1/4 by 23 in
                                            "
1007,"
200,000 - 250,000 USD ","
269,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", Francisco Toledo,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil and sand on canvas
                                        ","
                                                23 3/4 by 31 3/8 in
                                            "
1008,"
100,000 - 150,000 USD ","
161,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", Diego Rivera,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas mounted on masonite
                                        ","
                                                11 by 19 in
                                            "
1009,"
200,000 - 250,000 USD ","
245,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", Tomás Sánchez,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            acrylic on canvas
                                        ","
                                                48 by 60 in
                                            "
1010,"
80,000 - 120,000 USD ","
137,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", David Alfaro Siqueiros,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            pyroxyline on masonite
                                        ","
                                                39 3/8 by 31 1/2 in
                                            "
1011,"
700,000 - 900,000 USD ","
785,000 USD
","
Nov 25, 2014 - Nov 26, 2014
", Diego Rivera,Sotheby's New York,Latin American Art Modern & Contemporary,"
                                            oil on canvas
                                        ","
                                                25 5/8 by 37 1/4 in
                                            "
1012,"
60,000 - 80,000 USD ","
87,500 USD
","
Nov 25, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                14 x 11 in. (35.6 x 27.9 cm.)
                                            "
1013,"
90,000 - 150,000 USD ","
106,250 USD
","
Nov 25, 2014
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                69½ x 102 in. (176.5 x 259.1 cm.)
                                            "
1014,"
35,000 - 45,000 USD ","
81,250 USD
","
Nov 25, 2014
", René Portocarrero,Christie's New York,Latin American Art,"
                                            oil on Masonite
                                        ","
                                                22½ x 18 in. (57 x 46 cm.)
                                            "
1015,"
30,000 - 40,000 USD ","
47,500 USD
","
Nov 25, 2014
", Fernando de Szyszlo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                47½ x 47½ in. (120.7 x 120.7 cm.)
                                            "
1016,"
25,000 - 30,000 USD ","
43,750 USD
","
Nov 25, 2014
", Benito Quinquela Martin,Christie's New York,Latin American Art,"
                                            oil on board
                                        ","
                                                19½ x 23½ in. (49.5 x 59.7 cm.)
                                            "
1017,"
600,000 - 800,000 USD ","
1,745,000 USD
","
Nov 25, 2014
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                31½ x 39½ in. (80 x 100.3 cm.)
                                            "
1018,"
2,000,000 - 3,000,000 USD ","
2,741,000 USD
","
Nov 25, 2014
", Alfredo Ramos Martínez,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                56½ x 36 in. (143.5 x 91.5 cm.)
                                            "
1019,"
30,000 - 40,000 USD ","
87,500 USD
","
Nov 25, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                11 x 14 in. (27.9 x 35.6 cm.)
                                            "
1020,"
60,000 - 80,000 USD ","
62,500 USD
","
Nov 25, 2014
", Héctor Poleo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                23 7/8 x 27 in. (60 x 69 cm.)
                                            "
1021,"
60,000 - 80,000 USD ","
68,750 USD
","
Nov 25, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                17 7/8 x 23 7/8 in. (45.3 x 60.5 cm.)
                                            "
1022,"
50,000 - 70,000 USD ","
77,500 USD
","
Nov 25, 2014
", Antonio Seguí,Christie's New York,Latin American Art,"
                                            pastel and fabric collage on canvas
                                        ","
                                                51 1/8 x 63 7/8 in. (129.9 x 162.3 cm.)
                                            "
1023,"
60,000 - 80,000 USD ","
93,750 USD
","
Nov 25, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                24 x 20 in. (61 x 50.7 cm.)
                                            "
1024,"
25,000 - 30,000 USD ","
30,000 USD
","
Nov 25, 2014
", Juan Soriano,Christie's New York,Latin American Art,"
                                            oil and tempera on canvas
                                        ","
                                                86½ x 20¼ in. (220 x 51 cm.)
                                            "
1025,"
350,000 - 450,000 USD ","
305,000 USD
","
Nov 24, 2014
", Rufino Tamayo,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                17 by 13 in
                                            "
1026,"
400,000 - 600,000 USD ","
653,000 USD
","
Nov 24, 2014
", Tomás Sánchez,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                98 by 79 in
                                            "
1027,"
900,000 - 1,200,000 USD ","
605,000 USD
","
Nov 24, 2014
", Francisco Toledo,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on board
                                        ","
                                                76 by 170 1/2 in
                                            "
1028,"
200,000 - 300,000 USD ","
203,000 USD
","
Nov 24, 2014
", Armando Reverón,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            tempera and oil on paper laid down on canvas
                                        ","
                                                36 5/8 by 25 in
                                            "
1029,"
150,000 - 250,000 USD ","
125,000 USD
","
Nov 24, 2014
", Rufino Tamayo,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on panel
                                        ","
                                                16 by 9 in
                                            "
1030,"
450,000 - 550,000 USD ","
461,000 USD
","
Nov 24, 2014
", Rufino Tamayo,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                16 by 20 in
                                            "
1031,"
500,000 - 700,000 USD ","
485,000 USD
","
Nov 24, 2014
", Angel Zárraga,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                57 1/8 by 35 1/2 in
                                            "
1032,"
125,000 - 175,000 USD ","
329,000 USD
","
Nov 24, 2014
", Juan Soriano,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                41 1/2 by 33 in
                                            "
1033,"
700,000 - 900,000 USD ","
929,000 USD
","
Nov 24, 2014
", Angel Zárraga,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            oil on canvas
                                        ","
                                                69 by 48 in
                                            "
1034,"
300,000 - 400,000 USD ","
509,000 USD
","
Nov 24, 2014
", David Alfaro Siqueiros,Sotheby's New York,A Vision of Grandeur: Modern Masterworks from the Collection of Lorenzo H. Zambrano,"
                                            duco on masonite
                                        ","
                                                18 by 24 in
                                            "
1035,"
700,000 - 1,000,000 USD ","
845,000 USD
","
Nov 24, 2014
", Rufino Tamayo,Phillips New York,Latin America,"
                                            oil on canvas
                                        ","
                                                46 1/2 x 36 5/8 in. (118.1 x 93 cm.)
                                            "
1036,"
80,000 - 120,000 USD ","
118,750 USD
","
Nov 24, 2014
", Rufino Tamayo,Phillips New York,Latin America,"
                                            oil on canvas
                                        ","
                                                15 3/4 x 10 5/8 in. (40 x 27 cm.)
                                            "
1037,"
600,000 - 800,000 USD ","
725,000 USD
","
Nov 24, 2014
", Diego Rivera,Phillips New York,Latin America,"
                                            oil on canvas
                                        ","
                                                10 5/8 x 15 in. (27 x 38.1 cm.)
                                            "
1038,"
20,000 - 30,000 USD ","
50,000 USD
","
Nov 24, 2014
", Francisco Toledo,Phillips New York,Latin America,"
                                            gouache and gold leaf on paper laid on canvas
                                        ","
                                                11 1/2 x 14 in. (29.2 x 35.6 cm.)
                                            "
1039,"
8,000 - 12,000 USD ","
11,875 USD
","
Nov 24, 2014
", Antonio Seguí,Phillips New York,Latin America,"
                                            acrylic on canvas
                                        ","
                                                21 1/2 x 18 in. (54.6 x 45.7 cm.)
                                            "
1040,"
600,000 - 800,000 USD ","
725,000 USD
","
Nov 24, 2014
", Rufino Tamayo,Phillips New York,Latin America,"
                                            oil on canvas
                                        ","
                                                51 1/4 x 38 1/4 in. (130.2 x 97.2 cm.)
                                            "
1041,"
600 - 800 GBP ","
750 GBP
","
Nov 19, 2014
", André Pierre,Bonhams New Bond Street,Fine Portrait Miniatures,"
                                            Watercolour on ivory
                                        ","
                                                70mm (2 3/4in)
                                            "
1042,"
500 - 700 GBP ","
625 GBP
","
Nov 19, 2014
", André Pierre,Bonhams New Bond Street,Fine Portrait Miniatures,"
                                            Watercolour on ivory
                                        ","
                                                64mm (2 1/2in)
                                            "
1043,"
20,000 - 25,000 USD ","
19,000 USD*
","
Nov 19, 2014
", Joaquín Torres García,Castells,Taller Torres García,"
                                            Oil on cardboard
                                        ","
                                                30 x 34,5 cm
                                            "
1044,"
500 - 750 USD ","
250 USD*
","
Nov 16, 2014
", Francisco Toledo,Fairfield Auction,Antiques & Fine Art,"
                                            mixed mediaoil and fabric on panel
                                        ","
                                                27"" x 18 3/4""
                                            "
1045,"
20,000 - 30,000 EUR ","
20,000 EUR*
","
Nov 13, 2014
", Fernando de Szyszlo,Veritas Art Auctioneers,Modern & Contemporary Art + Design,"
                                            Oil on canvas
                                        ","
                                                143x127 cm
                                            "
1046,"
70,000 - 78,000 EUR ","
83,640 EUR
","
Oct 28, 2014
", Jesus-Rafael Soto,Boetto Auction House,Modern & Contemporary Art,"
                                            acrylic on board
                                        ","
                                                20,88 x 20,49 x 6,7 in
                                            "
1047,"
20,000 - 30,000 EUR ","
19,140 EUR
","
Oct 28, 2014
", Antonio Seguí,Piasa,Protest ! Art + Design,"
                                            oil on cardboard
                                        ","
                                                64 x 48,5 cm
                                            "
1048,"
17,000 - 22,000 EUR ","
15,000 EUR*
","
Oct 25, 2014
", Antonio Seguí,De Vuyst,"Old Masters, Modern & Contemporary Art","
                                            Pastel and charcoal on canvas
                                        ","
                                                194,5 x 194,5 cm
                                            "
1049,"
3,500 - 4,500 EUR ","
4,160 EUR
","
Oct 20, 2014
", Antonio Seguí,Artcurial,Post War & Contemporary Art ,"
                                            oil on canvas
                                        ","
                                                46 x 38 cm
                                            "
1050,"
12,000 - 15,000 EUR ","
28,600 EUR
","
Oct 20, 2014
", Francisco Toledo,Artcurial,Post War & Contemporary Art ,"
                                            acrylic on paper laid down on masonite panel
                                        ","
                                                55 x 77 cm
                                            "
1051,"
3,500 - 4,500 EUR ","
4,290 EUR
","
Oct 20, 2014
", Antonio Seguí,Artcurial,Post War & Contemporary Art ,"
                                            oil on canvas
                                        ","
                                                46,50 x 38 cm
                                            "
1052,"
800 - 1,200 EUR ","
1,560 EUR
","
Oct 20, 2014
", Francisco Toledo,Artcurial,Post War & Contemporary Art ,"
                                            gouache and ink on paper laid down on cardboard
                                        ","
                                                42 x 55,50 cm
                                            "
1053,"
3,500 - 4,500 EUR ","
4,160 EUR
","
Oct 20, 2014
", Antonio Seguí,Artcurial,Post War & Contemporary Art ,"
                                            oil on canvas
                                        ","
                                                46 x 38 cm
                                            "
1054,"
2,500 - 4,500 USD ","
2,500 USD
","
Oct 18, 2014
", René Portocarrero,Trinity International Auctions,October Auction,"
                                            Oil on canvas
                                        ","
                                                11 1/2 x 10 3/4 in.
                                            "
1055,"
15,000 - 25,000 USD ","
14,000 USD
","
Oct 18, 2014
", Diego Rivera,Trinity International Auctions,October Auction,"
                                            Oil on canvas
                                        ","
                                                31 1/2 x 47 in.
                                            "
1056,"
2,000 - 3,000 USD ","
2,375 USD
","
Jun 30, 2014
", Graciela Rodo-Boulanger,"Matsart Auctioneers & Appraisers, Jerusalem","Impressionist, Modern & Contemporary Fine Art","
                                            oil on canvas
                                        ","
                                                19 x 24 cm
                                            "
1057,"
2,000 - 3,000 USD ","
2,250 USD
","
Jun 30, 2014
", Graciela Rodo-Boulanger,"Matsart Auctioneers & Appraisers, Jerusalem","Impressionist, Modern & Contemporary Fine Art","
                                            oil on canvas
                                        ","
                                                19 x 24 cm
                                            "
1058,"
6,000 - 8,000 USD ","
7,500 USD
","
Jun 30, 2014
", Graciela Rodo-Boulanger,"Matsart Auctioneers & Appraisers, Jerusalem","Impressionist, Modern & Contemporary Fine Art","
                                            oil on canvas
                                        ","
                                                60 x 60 cm
                                            "
1059,"
8,000 - 12,000 USD ","
5,500 USD*
","
Jun 14, 2014
", Armando Reverón,Trinity International Auctions,June Auction,"
                                            oil on paper laid on card board
                                        ","
                                                13 1/8 x 9 7/20 in.
                                            "
1060,"
15,000 - 20,000 EUR ","
31,250 EUR
","
Jun 03, 2014 - Jun 04, 2014
", Antonio Seguí,Sotheby's Paris,Contemporary Art,"
                                            oil on canvas
                                        ","
                                                120 x 120 cm
                                            "
1061,"
80,000 - 120,000 USD ","
125,000 USD
","
May 29, 2014
", Rufino Tamayo,Phillips New York,Latin America,"
                                            oil on canvas
                                        ","
                                                14 1/4 x 14 1/4 in. (36.2 x 36.2 cm.)
                                            "
1062,"
180,000 - 220,000 USD ","
185,000 USD
","
May 28, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                59 3/8 x 47¾ in. (150.8 x 121.3 cm.)
                                            "
1063,"
30,000 - 40,000 USD ","
52,500 USD
","
May 28, 2014
", Fernando de Szyszlo,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                47½ x 47¼ in. (120.6 x 120 cm.)
                                            "
1064,"
200,000 - 300,000 USD ","
269,000 USD
","
May 28, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                48 x 58 5/8 in. (122 x 149 cm.)
                                            "
1065,"
80,000 - 120,000 USD ","
87,500 USD
","
May 28, 2014
", Fernando de Szyszlo,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                70¾ x 157¾ in. (179.7 x 400.6 cm.) overall
                                            "
1066,"
50,000 - 70,000 USD ","
90,000 USD
","
May 28, 2014
", Tomás Sánchez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                12 x 16 in. (30.4 x 40.6 cm.)
                                            "
1067,"
25,000 - 30,000 USD ","
40,000 USD
","
May 28, 2014
", Elmar Rojas,Christie's New York,Latin American Art,"
                                            oil on canvas
                                        ","
                                                75¼ x 61½ in. (191.1 x 156.2 cm.)
                                            "
1068,"
25,000 - 35,000 USD ","
33,750 USD
","
May 28, 2014
", Mariano Rodriguez,Christie's New York,Latin American Art,"
                                            acrylic on canvas
                                        ","
                                                42¼ x 33 3/8 in. (107.3 x 84.8 cm.)
                                            "
1069,"
30,000 - 40,000 USD ","
47,500 USD
","
May 28, 2014
", David Alfaro Siqueiros,Christie's New York,Latin American Art,"
                                            pyroxylin on board
                                        ","
                                                24 x 31¾ in. (61 x 80.6 cm.)
                                            "
1070,"
400,000 - 600,000 USD ","
605,000 USD
","
May 28, 2014
", Rufino Tamayo,Christie's New York,Latin American Art,"
                                            oil and sand on canvas
                                        ","
                                                23¾ x 20 in. (60.5 x 51 cm.)
                                            "
